from_transaction,to_domain,role
3001039,gmail.com,recipient
3001040,yahoo.com,purchaser
3001041,gmail.com,purchaser
3001041,gmail.com,recipient
3001042,gmail.com,purchaser
3001045,rocketmail.com,purchaser
3001046,aol.com,purchaser
3001047,gmail.com,purchaser
3001048,gmail.com,purchaser
3001049,yahoo.com,purchaser
3001051,aol.com,purchaser
3001052,gmail.com,purchaser
3001054,gmail.com,purchaser
3001057,icloud.com,purchaser
3001058,gmail.com,purchaser
3001059,gmail.com,purchaser
3001060,gmail.com,purchaser
3001061,gmail.com,purchaser
3001062,gmail.com,purchaser
3001064,gmail.com,purchaser
3001067,gmail.com,purchaser
3001068,anonymous.com,purchaser
3001069,yahoo.com,purchaser
3001071,gmail.com,purchaser
3001072,gmail.com,purchaser
3001073,hotmail.com,recipient
3001075,anonymous.com,purchaser
3001081,hotmail.com,purchaser
3001082,aol.com,purchaser
3001083,aol.com,purchaser
3001083,yahoo.com,recipient
3001086,hotmail.com,purchaser
3001086,hotmail.com,recipient
3001087,live.com,purchaser
3001088,gmail.com,purchaser
3001089,yahoo.com,purchaser
3001089,yahoo.com,recipient
3001090,yahoo.com,purchaser
3001091,yahoo.com,purchaser
3001092,gmail.com,purchaser
3001093,yahoo.com,purchaser
3001094,charter.net,purchaser
3001097,gmail.com,purchaser
3001098,verizon.net,purchaser
3001099,gmail.com,purchaser
3001101,hotmail.com,purchaser
3001101,hotmail.com,recipient
3001102,hotmail.com,purchaser
3001102,hotmail.com,recipient
3001103,yahoo.com,purchaser
3001104,yahoo.com,purchaser
3001105,yahoo.com,purchaser
3001107,gmail.com,purchaser
3001108,anonymous.com,purchaser
3001109,gmail.com,purchaser
3001111,aol.com,purchaser
3001112,gmail.com,purchaser
3001114,gmail.com,purchaser
3001115,bellsouth.net,purchaser
3001116,gmail.com,purchaser
3001116,hotmail.com,recipient
3001117,gmail.com,purchaser
3001118,charter.net,purchaser
3001119,icloud.com,purchaser
3001121,gmail.com,purchaser
3001122,yahoo.com,purchaser
3001123,anonymous.com,purchaser
3001125,yahoo.com,purchaser
3001126,yahoo.com,purchaser
3001127,gmail.com,purchaser
3001128,aol.com,recipient
3001129,gmail.com,purchaser
3001131,aol.com,purchaser
3001132,gmail.com,purchaser
3001133,gmail.com,purchaser
3001134,yahoo.com,purchaser
3001136,aol.com,purchaser
3001137,gmail.com,purchaser
3001140,gmail.com,purchaser
3001144,gmail.com,purchaser
3001148,gmail.com,purchaser
3001152,yahoo.com,purchaser
3001153,gmail.com,purchaser
3001154,gmail.com,purchaser
3001155,gmail.com,purchaser
3001156,yahoo.com,purchaser
3001157,yahoo.com,purchaser
3001159,aol.com,purchaser
3001160,msn.com,purchaser
3001160,msn.com,recipient
3001161,gmail.com,purchaser
3001162,yahoo.com,purchaser
3001164,gmail.com,purchaser
3001166,hotmail.com,purchaser
3001166,hotmail.com,recipient
3001168,aol.com,purchaser
3001169,gmail.com,purchaser
3001170,gmail.com,purchaser
3001171,gmail.com,purchaser
3001172,yahoo.com,purchaser
3001172,gmail.com,recipient
3001173,yahoo.com,purchaser
3001174,yahoo.com,purchaser
3001174,anonymous.com,recipient
3001176,yahoo.com,purchaser
3001176,gmail.com,recipient
3001177,gmail.com,purchaser
3001178,gmail.com,purchaser
3001179,gmail.com,purchaser
3001180,yahoo.com,purchaser
3001180,yahoo.com,recipient
3001181,gmail.com,purchaser
3001181,gmail.com,recipient
3001182,gmail.com,purchaser
3001184,frontiernet.net,purchaser
3001185,gmail.com,purchaser
3001187,yahoo.com,purchaser
3001188,anonymous.com,purchaser
3001189,gmail.com,purchaser
3001192,gmail.com,purchaser
3001196,att.net,purchaser
3001197,gmail.com,purchaser
3001199,yahoo.com,purchaser
3001200,gmail.com,purchaser
3001201,yahoo.com,purchaser
3001202,msn.com,purchaser
3001202,msn.com,recipient
3001204,gmail.com,purchaser
3001205,gmail.com,purchaser
3001206,gmail.com,purchaser
3001207,yahoo.com,purchaser
3001208,gmail.com,purchaser
3001209,hotmail.com,purchaser
3001209,hotmail.com,recipient
3001211,gmail.com,purchaser
3001212,gmail.com,purchaser
3001213,ymail.com,purchaser
3001213,live.com,recipient
3001214,yahoo.com,purchaser
3001215,ymail.com,purchaser
3001217,gmail.com,purchaser
3001218,gmail.com,purchaser
3001219,yahoo.com,purchaser
3001221,gmail.com,purchaser
3001222,gmail.com,purchaser
3001223,gmail.com,purchaser
3001224,gmail.com,purchaser
3001225,gmail.com,purchaser
3001225,gmail.com,recipient
3001226,yahoo.com,purchaser
3001228,anonymous.com,purchaser
3001229,yahoo.com,purchaser
3001229,yahoo.com,recipient
3001230,hotmail.com,purchaser
3001231,icloud.com,purchaser
3001234,gmail.com,purchaser
3001235,att.net,purchaser
3001236,yahoo.com,purchaser
3001238,aol.com,recipient
3001240,yahoo.com,purchaser
3001241,gmail.com,purchaser
3001243,gmail.com,purchaser
3001244,bellsouth.net,purchaser
3001245,gmail.com,purchaser
3001246,icloud.com,purchaser
3001247,gmail.com,purchaser
3001248,me.com,purchaser
3001250,gmail.com,purchaser
3001253,gmail.com,purchaser
3001253,gmail.com,recipient
3001254,rocketmail.com,purchaser
3001255,yahoo.com,purchaser
3001256,gmail.com,purchaser
3001257,yahoo.com,purchaser
3001257,anonymous.com,recipient
3001258,verizon.net,purchaser
3001259,gmail.com,purchaser
3001261,yahoo.com,purchaser
3001263,gmail.com,purchaser
3001264,live.com,purchaser
3001264,live.com,recipient
3001265,gmail.com,purchaser
3001271,gmail.com,purchaser
3001272,yahoo.com,purchaser
3001273,yahoo.com,purchaser
3001274,yahoo.com,purchaser
3001275,frontier.com,purchaser
3001276,gmail.com,purchaser
3001276,gmail.com,recipient
3001277,msn.com,purchaser
3001278,gmail.com,purchaser
3001279,yahoo.com,purchaser
3001281,gmail.com,purchaser
3001282,aol.com,purchaser
3001283,anonymous.com,purchaser
3001283,anonymous.com,recipient
3001284,gmail.com,purchaser
3001285,yahoo.com,purchaser
3001286,gmail.com,purchaser
3001286,gmail.com,recipient
3001287,yahoo.com,purchaser
3001288,yahoo.com,purchaser
3001289,yahoo.com,purchaser
3001290,gmail.com,purchaser
3001291,gmail.com,purchaser
3001292,gmail.com,purchaser
3001293,yahoo.com,purchaser
3001294,gmail.com,purchaser
3001295,gmail.com,purchaser
3001296,gmail.com,purchaser
3001297,hotmail.com,purchaser
3001298,gmail.com,purchaser
3001299,yahoo.com,purchaser
3001301,yahoo.com,purchaser
3001302,gmail.com,purchaser
3001303,yahoo.com,purchaser
3001304,gmail.com,purchaser
3001305,gmail.com,purchaser
3001306,gmail.com,purchaser
3001307,hotmail.com,purchaser
3001307,hotmail.com,recipient
3001308,gmail.com,purchaser
3001309,anonymous.com,purchaser
3001310,gmail.com,purchaser
3001311,yahoo.com,purchaser
3001313,gmail.com,purchaser
3001314,hotmail.com,purchaser
3001315,gmail.com,purchaser
3001317,icloud.com,purchaser
3001318,ymail.com,purchaser
3001320,hotmail.com,purchaser
3001322,gmail.com,purchaser
3001323,gmail.com,purchaser
3001324,gmail.com,purchaser
3001325,gmail.com,purchaser
3001326,gmail.com,purchaser
3001327,msn.com,purchaser
3001330,charter.net,purchaser
3001331,anonymous.com,purchaser
3001331,anonymous.com,recipient
3001333,yahoo.com,purchaser
3001334,yahoo.com,purchaser
3001335,anonymous.com,purchaser
3001335,anonymous.com,recipient
3001336,yahoo.com,purchaser
3001336,yahoo.com,recipient
3001337,yahoo.com,purchaser
3001338,verizon.net,purchaser
3001339,yahoo.com,purchaser
3001339,yahoo.com,recipient
3001340,gmail.com,purchaser
3001341,yahoo.com,purchaser
3001342,aol.com,purchaser
3001343,mac.com,recipient
3001344,gmail.com,purchaser
3001345,yahoo.com,purchaser
3001346,gmail.com,purchaser
3001347,yahoo.com,purchaser
3001348,gmail.com,purchaser
3001349,yahoo.com,purchaser
3001350,yahoo.com,purchaser
3001353,yahoo.com,purchaser
3001354,att.net,purchaser
3001355,aol.com,purchaser
3001356,anonymous.com,purchaser
3001357,gmail.com,purchaser
3001358,yahoo.com,purchaser
3001358,yahoo.com,recipient
3001360,gmail.com,purchaser
3001361,yahoo.com,purchaser
3001362,hotmail.com,purchaser
3001363,anonymous.com,purchaser
3001365,yahoo.com,purchaser
3001366,gmail.com,purchaser
3001368,gmail.com,purchaser
3001369,gmail.com,purchaser
3001371,gmail.com,purchaser
3001372,yahoo.com,purchaser
3001373,gmail.com,purchaser
3001374,gmail.com,purchaser
3001375,gmail.com,purchaser
3001377,yahoo.com,purchaser
3001377,yahoo.com,recipient
3001380,gmail.com,purchaser
3001381,yahoo.com,purchaser
3001381,yahoo.com,recipient
3001382,hotmail.com,purchaser
3001382,hotmail.com,recipient
3001384,anonymous.com,purchaser
3001384,anonymous.com,recipient
3001385,anonymous.com,purchaser
3001385,anonymous.com,recipient
3001386,hotmail.com,purchaser
3001386,hotmail.com,recipient
3001387,aol.com,purchaser
3001388,yahoo.com,purchaser
3001388,yahoo.com,recipient
3001390,gmail.com,purchaser
3001391,yahoo.com,purchaser
3001393,gmail.com,purchaser
3001393,anonymous.com,recipient
3001395,live.com,purchaser
3001397,anonymous.com,purchaser
3001398,att.net,purchaser
3001399,verizon.net,recipient
3001400,yahoo.com,purchaser
3001401,icloud.com,purchaser
3001402,gmail.com,purchaser
3001402,gmail.com,recipient
3001403,yahoo.com,purchaser
3001404,gmail.com,purchaser
3001405,gmail.com,purchaser
3001406,yahoo.com,purchaser
3001406,yahoo.com,recipient
3001408,anonymous.com,purchaser
3001408,gmail.com,recipient
3001409,gmail.com,purchaser
3001410,aol.com,purchaser
3001411,yahoo.com,purchaser
3001411,yahoo.com,recipient
3001412,gmail.com,purchaser
3001413,yahoo.com,purchaser
3001414,comcast.net,purchaser
3001415,aol.com,purchaser
3001416,yahoo.com,purchaser
3001417,gmail.com,purchaser
3001418,gmail.com,purchaser
3001420,gmail.com,purchaser
3001421,me.com,purchaser
3001422,gmail.com,purchaser
3001423,gmail.com,purchaser
3001425,hotmail.com,purchaser
3001426,anonymous.com,purchaser
3001428,gmail.com,purchaser
3001429,gmail.com,purchaser
3001430,gmail.com,purchaser
3001431,yahoo.com,purchaser
3001432,gmail.com,purchaser
3001433,hotmail.com,purchaser
3001433,hotmail.com,recipient
3001434,yahoo.com,purchaser
3001435,aol.com,purchaser
3001437,hotmail.com,purchaser
3001438,gmail.com,purchaser
3001439,gmail.com,purchaser
3001439,gmail.com,recipient
3001440,gmail.com,purchaser
3001441,yahoo.com,purchaser
3001443,aol.com,purchaser
3001444,gmail.com,purchaser
3001445,aol.com,purchaser
3001446,gmail.com,purchaser
3001447,yahoo.com,purchaser
3001448,yahoo.com,purchaser
3001449,gmail.com,purchaser
3001450,yahoo.com,purchaser
3001451,gmail.com,purchaser
3001452,gmail.com,purchaser
3001453,gmail.com,purchaser
3001454,gmail.com,purchaser
3001456,gmail.com,purchaser
3001458,hotmail.com,purchaser
3001459,gmail.com,purchaser
3001461,yahoo.com,purchaser
3001462,gmail.com,purchaser
3001463,icloud.com,purchaser
3001464,gmail.com,purchaser
3001465,gmail.com,purchaser
3001466,yahoo.com,purchaser
3001467,yahoo.com,purchaser
3001468,yahoo.com,purchaser
3001469,charter.net,purchaser
3001470,gmail.com,purchaser
3001471,gmail.com,purchaser
3001472,outlook.com,purchaser
3001473,anonymous.com,purchaser
3001475,yahoo.com,purchaser
3001476,yahoo.com,purchaser
3001477,gmail.com,purchaser
3001478,comcast.net,purchaser
3001479,gmail.com,purchaser
3001479,gmail.com,recipient
3001480,gmail.com,purchaser
3001480,gmail.com,recipient
3001481,gmail.com,purchaser
3001482,gmail.com,purchaser
3001483,yahoo.com,purchaser
3001484,gmail.com,purchaser
3001485,hotmail.com,purchaser
3001485,hotmail.com,recipient
3001486,yahoo.com,purchaser
3001487,yahoo.com,purchaser
3001489,gmail.com,purchaser
3001490,yahoo.com,purchaser
3001491,gmail.com,purchaser
3001492,att.net,purchaser
3001493,gmail.com,purchaser
3001494,gmail.com,purchaser
3001496,yahoo.com,purchaser
3001498,yahoo.com,purchaser
3001498,yahoo.com,recipient
3001500,sbcglobal.net,purchaser
3001501,gmail.com,purchaser
3001502,anonymous.com,purchaser
3001502,anonymous.com,recipient
3001503,anonymous.com,purchaser
3001504,aol.com,purchaser
3001505,gmail.com,purchaser
3001506,gmail.com,purchaser
3001508,aol.com,purchaser
3001509,gmail.com,recipient
3001510,gmail.com,purchaser
3001511,gmail.com,purchaser
3001512,gmail.com,purchaser
3001513,aol.com,purchaser
3001514,anonymous.com,purchaser
3001515,gmail.com,purchaser
3001516,yahoo.com,purchaser
3001517,gmail.com,purchaser
3001518,gmail.com,purchaser
3001518,gmail.com,recipient
3001519,aol.com,purchaser
3001521,sbcglobal.net,purchaser
3001522,hotmail.com,purchaser
3001522,hotmail.com,recipient
3001523,yahoo.com,purchaser
3001524,gmail.com,purchaser
3001526,gmail.com,purchaser
3001526,gmail.com,recipient
3001528,yahoo.com,purchaser
3001528,yahoo.com,recipient
3001529,hotmail.com,purchaser
3001532,me.com,purchaser
3001533,aol.com,purchaser
3001534,bellsouth.net,purchaser
3001536,hotmail.com,purchaser
3001538,comcast.net,purchaser
3001540,hotmail.com,purchaser
3001540,hotmail.com,recipient
3001541,gmail.com,purchaser
3001542,hotmail.com,purchaser
3001542,hotmail.com,recipient
3001543,live.com,purchaser
3001544,frontiernet.net,purchaser
3001545,gmail.com,purchaser
3001546,hotmail.com,purchaser
3001546,hotmail.com,recipient
3001547,gmail.com,purchaser
3001548,gmail.com,purchaser
3001549,anonymous.com,purchaser
3001550,yahoo.com,purchaser
3001551,outlook.com,purchaser
3001552,gmail.com,purchaser
3001553,me.com,purchaser
3001555,aol.com,purchaser
3001555,anonymous.com,recipient
3001557,hotmail.com,purchaser
3001558,gmail.com,purchaser
3001559,gmail.com,purchaser
3001561,gmail.com,purchaser
3001563,aol.com,purchaser
3001563,anonymous.com,recipient
3001564,gmail.com,purchaser
3001565,yahoo.com,purchaser
3001565,gmail.com,recipient
3001566,gmail.com,purchaser
3001567,gmail.com,purchaser
3001568,hotmail.com,purchaser
3001569,yahoo.com,purchaser
3001570,yahoo.com,purchaser
3001572,anonymous.com,purchaser
3001573,sbcglobal.net,purchaser
3001574,gmail.com,purchaser
3001575,yahoo.com,purchaser
3001576,aol.com,purchaser
3001577,gmail.com,purchaser
3001577,gmail.com,recipient
3001578,yahoo.com,purchaser
3001580,frontiernet.net,purchaser
3001581,yahoo.com,purchaser
3001582,comcast.net,purchaser
3001585,yahoo.com,purchaser
3001587,gmail.com,purchaser
3001590,anonymous.com,purchaser
3001592,yahoo.com,purchaser
3001593,anonymous.com,purchaser
3001594,yahoo.com,purchaser
3001595,gmail.com,purchaser
3001597,gmail.com,purchaser
3001598,gmail.com,purchaser
3001599,anonymous.com,purchaser
3001600,aol.com,purchaser
3001601,hotmail.com,purchaser
3001602,gmail.com,purchaser
3001604,gmail.com,purchaser
3001605,gmail.com,purchaser
3001605,gmail.com,recipient
3001606,gmail.com,purchaser
3001608,gmail.com,purchaser
3001609,yahoo.com,purchaser
3001610,yahoo.com,purchaser
3001611,gmail.com,purchaser
3001611,gmail.com,recipient
3001612,gmail.com,purchaser
3001613,gmail.com,purchaser
3001614,gmail.com,purchaser
3001615,gmail.com,purchaser
3001617,aol.com,purchaser
3001618,gmail.com,purchaser
3001619,cox.net,purchaser
3001619,cox.net,recipient
3001620,gmail.com,purchaser
3001621,comcast.net,purchaser
3001622,gmail.com,purchaser
3001623,gmail.com,purchaser
3001624,yahoo.com,purchaser
3001625,gmail.com,purchaser
3001626,yahoo.com,purchaser
3001627,gmail.com,purchaser
3001628,anonymous.com,purchaser
3001628,anonymous.com,recipient
3001629,gmail.com,purchaser
3001630,yahoo.com,purchaser
3001632,yahoo.com,purchaser
3001633,gmail.com,purchaser
3001633,gmail.com,recipient
3001634,anonymous.com,purchaser
3001635,gmail.com,purchaser
3001635,aol.com,recipient
3001636,gmail.com,purchaser
3001637,aol.com,purchaser
3001637,aol.com,recipient
3001638,yahoo.com,purchaser
3001639,anonymous.com,recipient
3001640,comcast.net,purchaser
3001641,yahoo.com,purchaser
3001642,hotmail.com,purchaser
3001643,gmail.com,purchaser
3001645,gmail.com,purchaser
3001645,gmail.com,recipient
3001646,mac.com,purchaser
3001647,hotmail.com,purchaser
3001647,hotmail.com,recipient
3001648,yahoo.com,purchaser
3001649,gmail.com,purchaser
3001650,yahoo.com,purchaser
3001651,live.com,purchaser
3001651,live.com,recipient
3001652,yahoo.com,purchaser
3001654,yahoo.com,purchaser
3001655,me.com,purchaser
3001656,verizon.net,purchaser
3001657,anonymous.com,purchaser
3001657,anonymous.com,recipient
3001658,aol.com,purchaser
3001661,yahoo.com,purchaser
3001662,gmail.com,purchaser
3001663,gmail.com,purchaser
3001664,comcast.net,purchaser
3001664,comcast.net,recipient
3001667,gmail.com,purchaser
3001667,gmail.com,recipient
3001668,anonymous.com,purchaser
3001668,anonymous.com,recipient
3001669,netzero.com,purchaser
3001670,gmail.com,purchaser
3001671,gmail.com,purchaser
3001672,hotmail.com,purchaser
3001672,hotmail.com,recipient
3001674,gmail.com,purchaser
3001675,gmail.com,purchaser
3001676,gmail.com,purchaser
3001677,yahoo.com,purchaser
3001680,gmail.com,purchaser
3001681,gmail.com,purchaser
3001683,gmail.com,purchaser
3001685,gmail.com,purchaser
3001686,gmail.com,purchaser
3001687,gmail.com,purchaser
3001689,hotmail.com,purchaser
3001689,hotmail.com,recipient
3001690,gmail.com,purchaser
3001691,gmail.com,purchaser
3001692,yahoo.com,purchaser
3001693,yahoo.com,purchaser
3001694,hotmail.com,purchaser
3001694,hotmail.com,recipient
3001696,netzero.com,purchaser
3001698,gmail.com,purchaser
3001699,anonymous.com,purchaser
3001699,anonymous.com,recipient
3001700,gmail.com,recipient
3001701,aol.com,purchaser
3001702,gmail.com,recipient
3001704,gmail.com,purchaser
3001706,yahoo.com,purchaser
3001707,yahoo.com,purchaser
3001710,gmail.com,purchaser
3001711,gmail.com,purchaser
3001711,gmail.com,recipient
3001712,gmail.com,purchaser
3001712,gmail.com,recipient
3001713,gmail.com,purchaser
3001713,gmail.com,recipient
3001715,yahoo.com,purchaser
3001717,gmail.com,purchaser
3001718,gmail.com,purchaser
3001718,gmail.com,recipient
3001719,anonymous.com,purchaser
3001719,anonymous.com,recipient
3001720,yahoo.com,purchaser
3001721,gmail.com,purchaser
3001724,yahoo.com,purchaser
3001725,gmail.com,purchaser
3001726,yahoo.com,purchaser
3001727,yahoo.com,purchaser
3001728,gmail.com,purchaser
3001728,gmail.com,recipient
3001730,gmail.com,recipient
3001731,yahoo.com,purchaser
3001732,gmail.com,purchaser
3001733,hotmail.com,purchaser
3001734,gmail.com,purchaser
3001736,gmail.com,purchaser
3001737,yahoo.com,purchaser
3001738,gmail.com,purchaser
3001738,gmail.com,recipient
3001740,gmail.com,purchaser
3001740,gmail.com,recipient
3001741,hotmail.com,purchaser
3001742,outlook.com,purchaser
3001744,yahoo.com,purchaser
3001745,gmail.com,purchaser
3001746,gmail.com,purchaser
3001747,hotmail.com,purchaser
3001747,hotmail.com,recipient
3001748,gmail.com,purchaser
3001749,anonymous.com,purchaser
3001750,aol.com,purchaser
3001751,yahoo.com,purchaser
3001752,gmail.com,purchaser
3001753,anonymous.com,purchaser
3001756,gmail.com,purchaser
3001757,gmail.com,purchaser
3001759,gmail.com,purchaser
3001760,gmail.com,purchaser
3001761,gmail.com,purchaser
3001763,me.com,purchaser
3001766,gmail.com,purchaser
3001767,frontiernet.net,purchaser
3001768,gmail.com,purchaser
3001769,anonymous.com,purchaser
3001769,anonymous.com,recipient
3001771,yahoo.com,purchaser
3001772,gmail.com,purchaser
3001772,gmail.com,recipient
3001773,gmail.com,purchaser
