case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,report_filed,actions_taken,analyst_notes,txn_ids,connected_card_ids
CC-0066,C10167,C10167-K1,2016-07-04 20:52:22,2016-07-05 19:52:22,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0066: model scored a $199.95 transaction at 0.83. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3008267,
CC-0067,C11844,C11844-K2,2016-07-04 21:00:55,2016-07-09 01:00:55,confirmed_fraud,card_not_present_fraud,111.36,No,CREATE_CASE|BLOCK_CARD,Case CC-0067: cardholder C11844 reported unrecognized activity on card C11844-K2. 3 transaction(s) between 2016-07-04 and 2016-07-04 totaling $111.36 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Redmi Note 4 Build/MMB29M on chrome 54.0 for android. Card blocked and reissued. Customer reimbursed.,3005969|3005996|3006014,
CC-0068,C09076,C09076-K1,2016-07-04 22:05:14,2016-07-05 21:05:14,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0068: model scored a $25.09 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.,3008568,
CC-0069,C01471,C01471-K1,2016-07-04 22:45:26,2016-07-06 14:45:26,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0069: model scored a $99.91 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.,3007099,
CC-0070,C12166,C12166-K2,2016-07-04 22:47:14,2016-07-07 17:47:14,confirmed_fraud,account_takeover,334.94,No,CREATE_CASE|BLOCK_CARD,Case CC-0070: cardholder C12166 reported unrecognized activity on card C12166-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $334.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3004140,
CC-0071,C13372,C13372-K1,2016-07-04 23:04:32,2016-07-09 23:04:32,confirmed_fraud,card_not_present_new_device,47.19,No,CREATE_CASE|BLOCK_CARD,"Case CC-0071: cardholder C13372 reported unrecognized activity on card C13372-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $47.19 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 61.0. Card blocked and reissued. Customer reimbursed.",3005539,
CC-0072,C12111,C12111-K1,2016-07-04 23:29:45,2016-07-07 21:29:45,confirmed_fraud,out_of_region_use,150.00,No,CREATE_CASE|BLOCK_CARD,"Case CC-0072: cardholder C12111 reported unrecognized activity on card C12111-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $150.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3005146,
CC-0073,C04597,C04597-K2,2016-07-04 23:30:43,2016-07-08 20:30:43,confirmed_fraud,card_not_present_new_device,60.78,No,CREATE_CASE|BLOCK_CARD,"Case CC-0073: cardholder C04597 reported unrecognized activity on card C04597-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $60.78 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Y635-L03 Build/HuaweiY635-L03 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.",3008421,
CC-0074,C11496,C11496-K2,2016-07-04 23:46:07,2016-07-08 21:46:07,confirmed_fraud,account_takeover,31.92,No,CREATE_CASE|BLOCK_CARD,Case CC-0074: cardholder C11496 reported unrecognized activity on card C11496-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $31.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3008726,
CC-0075,C05385,C05385-K2,2016-07-05 00:20:08,2016-07-07 04:20:08,confirmed_fraud,card_not_present_fraud,100.07,No,CREATE_CASE|BLOCK_CARD,Case CC-0075: cardholder C05385 reported unrecognized activity on card C05385-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $100.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Trident/7.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.,3006561,
CC-0076,C05289,C05289-K2,2016-07-05 00:44:38,2016-07-07 20:44:38,confirmed_fraud,card_not_present_new_device,299.85,No,CREATE_CASE|BLOCK_CARD,"Case CC-0076: cardholder C05289 reported unrecognized activity on card C05289-K2. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $299.85 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",3004802|3004910,
CC-0077,C05385,C05385-K2,2016-07-05 00:50:31,2016-07-05 22:50:31,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0077: model scored a $50.05 transaction at 0.90. Cardholder confirmed travel to the billing region in question. Alert cleared.,3009019,
CC-0078,C00978,C00978-K1,2016-07-05 01:42:34,2016-07-06 05:42:34,confirmed_fraud,card_not_present_new_device,131.31,No,CREATE_CASE|BLOCK_CARD,"Case CC-0078: cardholder C00978 reported unrecognized activity on card C00978-K1. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $131.31 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3005866|3006663,
CC-0079,C07149,C07149-K2,2016-07-05 02:47:36,2016-07-06 22:47:36,confirmed_fraud,account_takeover,188.62,No,CREATE_CASE|BLOCK_CARD,Case CC-0079: cardholder C07149 reported unrecognized activity on card C07149-K2. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $188.62 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3002258|3005470,
CC-0080,C00938,C00938-K1,2016-07-05 03:00:33,2016-07-05 21:00:33,confirmed_fraud,card_not_present_fraud,29.92,No,CREATE_CASE|BLOCK_CARD,Case CC-0080: cardholder C00938 reported unrecognized activity on card C00938-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $29.92 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3004998,
CC-0081,C06940,C06940-K1,2016-07-05 03:05:27,2016-07-08 21:05:27,confirmed_fraud,card_not_present_fraud,78.86,No,CREATE_CASE|BLOCK_CARD,Case CC-0081: cardholder C06940 reported unrecognized activity on card C06940-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $78.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.,3005023,
CC-0082,C00621,C00621-K2,2016-07-05 03:09:46,2016-07-06 19:09:46,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0082: model scored a $489.90 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.,3008084,
CC-0083,C04201,C04201-K1,2016-07-05 03:28:05,2016-07-06 00:28:05,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0083: model scored a $18.83 transaction at 0.89. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3009363,
CC-0084,C12900,C12900-K2,2016-07-05 03:42:51,2016-07-10 18:42:51,confirmed_fraud,account_takeover,497.99,No,CREATE_CASE|BLOCK_CARD,Case CC-0084: cardholder C12900 reported unrecognized activity on card C12900-K2. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $497.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3007469|3007992,
CC-0085,C10585,C10585-K2,2016-07-05 04:12:28,2016-07-07 22:12:28,confirmed_fraud,account_takeover,298.03,No,CREATE_CASE|BLOCK_CARD,Case CC-0085: cardholder C10585 reported unrecognized activity on card C10585-K2. 7 transaction(s) between 2016-07-02 and 2016-07-04 totaling $298.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3001404|3001462|3004832|3004849|3004876|3008631|3008861,
CC-0086,C05307,C05307-K2,2016-07-05 04:16:32,2016-07-10 00:16:32,confirmed_fraud,card_not_present_fraud,83.81,No,CREATE_CASE|BLOCK_CARD,Case CC-0086: cardholder C05307 reported unrecognized activity on card C05307-K2. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $83.81 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3009332,
CC-0087,C11031,C11031-K2,2016-07-05 04:17:51,2016-07-08 22:17:51,confirmed_fraud,out_of_region_use,399.92,No,CREATE_CASE|BLOCK_CARD,"Case CC-0087: cardholder C11031 reported unrecognized activity on card C11031-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $399.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3008876,
CC-0088,C02477,C02477-K1,2016-07-05 04:58:21,2016-07-07 22:58:21,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0088: model scored a $49.99 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,3009046,
CC-0089,C09354,C09354-K1,2016-07-05 05:21:29,2016-07-06 17:21:29,confirmed_fraud,card_not_present_fraud,251.25,No,CREATE_CASE|BLOCK_CARD,Case CC-0089: cardholder C09354 reported unrecognized activity on card C09354-K1. 3 transaction(s) between 2016-07-04 and 2016-07-04 totaling $251.25 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.,3007653|3007655|3007659,
CC-0090,C00854,C00854-K2,2016-07-05 07:42:35,2016-07-06 21:42:35,confirmed_fraud,out_of_region_use,770.29,No,CREATE_CASE|BLOCK_CARD,"Case CC-0090: cardholder C00854 reported unrecognized activity on card C00854-K2. 4 transaction(s) between 2016-07-04 and 2016-07-04 totaling $770.29 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3007110|3007173|3007336|3008705,
CC-0091,C08913,C08913-K2,2016-07-05 08:37:44,2016-07-08 02:37:44,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0091: model scored a $14.94 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.,3009776,
CC-0092,C12517,C12517-K2,2016-07-05 08:46:40,2016-07-10 21:46:40,confirmed_fraud,account_takeover,53.93,No,CREATE_CASE|BLOCK_CARD,Case CC-0092: cardholder C12517 reported unrecognized activity on card C12517-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $53.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3008731,
CC-0093,C07073,C07073-K1,2016-07-05 09:11:36,2016-07-07 14:11:36,confirmed_fraud,account_takeover,94.98,No,CREATE_CASE|BLOCK_CARD,Case CC-0093: cardholder C07073 reported unrecognized activity on card C07073-K1. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $94.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3006978|3007013,
CC-0094,C12987,C12987-K1,2016-07-05 09:16:28,2016-07-09 02:16:28,confirmed_fraud,card_not_present_fraud,37.22,No,CREATE_CASE|BLOCK_CARD,Case CC-0094: cardholder C12987 reported unrecognized activity on card C12987-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $37.22 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3009721,
CC-0095,C09301,C09301-K2,2016-07-05 09:22:19,2016-07-07 21:22:19,confirmed_fraud,out_of_region_use,447.09,No,CREATE_CASE|BLOCK_CARD,"Case CC-0095: cardholder C09301 reported unrecognized activity on card C09301-K2. 5 transaction(s) between 2016-07-02 and 2016-07-04 totaling $447.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3000824|3001548|3004896|3008509|3008623,
CC-0096,C13001,C13001-K1,2016-07-05 09:30:38,2016-07-07 07:30:38,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,"Case CC-0096: model scored a $2,000.97 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared.",3010143,
CC-0097,C06988,C06988-K1,2016-07-05 11:06:37,2016-07-08 18:06:37,confirmed_fraud,card_not_present_fraud,51.29,No,CREATE_CASE|BLOCK_CARD,Case CC-0097: cardholder C06988 reported unrecognized activity on card C06988-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $51.29 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3007851,
CC-0098,C07508,C07508-K2,2016-07-05 11:17:13,2016-07-07 03:17:13,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0098: model scored a $9.86 transaction at 0.84. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3009884,
CC-0099,C06348,C06348-K1,2016-07-05 11:24:16,2016-07-07 04:24:16,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0099: model scored a $124.95 transaction at 0.81. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3010003,
CC-0100,C10326,C10326-K1,2016-07-05 11:39:32,2016-07-07 01:39:32,confirmed_fraud,out_of_region_use,195.92,No,CREATE_CASE|BLOCK_CARD,"Case CC-0100: cardholder C10326 reported unrecognized activity on card C10326-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $195.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3009606,
CC-0101,C08075,C08075-K1,2016-07-05 14:24:05,2016-07-07 20:24:05,confirmed_fraud,card_not_present_fraud,150.06,No,CREATE_CASE|BLOCK_CARD,Case CC-0101: cardholder C08075 reported unrecognized activity on card C08075-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $150.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.,3008404,
CC-0102,C02573,C02573-K2,2016-07-05 14:34:19,2016-07-07 04:34:19,confirmed_fraud,account_takeover,63.95,No,CREATE_CASE|BLOCK_CARD,Case CC-0102: cardholder C02573 reported unrecognized activity on card C02573-K2. 2 transaction(s) between 2016-07-05 and 2016-07-05 totaling $63.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3009982|3010017,
CC-0103,C08860,C08860-K1,2016-07-05 14:48:22,2016-07-08 03:48:22,confirmed_fraud,account_takeover,49.97,No,CREATE_CASE|BLOCK_CARD,Case CC-0103: cardholder C08860 reported unrecognized activity on card C08860-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $49.97 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3009937,
