from_card,to_transaction
C13440-K2,3001271
C13440-K2,3001272
C06403-K1,3001273
C11309-K1,3001274
C10715-K2,3001275
C05704-K2,3001276
C13053-K1,3001277
C08542-K1,3001278
C04108-K2,3001279
C13440-K2,3001280
C03218-K2,3001281
C11687-K1,3001282
C11923-K2,3001283
C03575-K2,3001284
C02902-K2,3001285
C08662-K1,3001286
C12942-K2,3001287
C03839-K1,3001288
C12084-K2,3001289
C09087-K1,3001290
C07276-K1,3001291
C13440-K2,3001292
C08321-K1,3001293
C07671-K2,3001294
C13440-K2,3001295
C12234-K1,3001296
C05704-K2,3001297
C04108-K2,3001298
C13346-K1,3001299
C02250-K2,3001300
C13440-K2,3001301
C13440-K2,3001302
C01909-K2,3001303
C11494-K1,3001304
C06147-K2,3001305
C13440-K2,3001306
C11923-K2,3001307
C07889-K1,3001308
C02354-K2,3001309
C13440-K2,3001310
C13440-K2,3001311
C04408-K1,3001312
C13440-K2,3001313
C02346-K1,3001314
C03411-K2,3001315
C11852-K1,3001316
C06147-K2,3001317
C02354-K2,3001318
C13440-K2,3001319
C09301-K2,3001320
C09301-K2,3001321
C01337-K1,3001322
C03556-K2,3001323
C13440-K2,3001324
C11539-K2,3001325
C13440-K2,3001326
C05704-K2,3001327
C13440-K2,3001328
C13354-K2,3001329
C05128-K1,3001330
C04597-K2,3001331
C02354-K2,3001332
C01333-K2,3001333
C03474-K1,3001334
C01953-K2,3001335
C11061-K1,3001336
C09301-K2,3001337
C11539-K2,3001338
C11061-K1,3001339
C11539-K2,3001340
C13440-K2,3001341
C01109-K2,3001342
C09650-K1,3001343
C02354-K2,3001344
C13440-K2,3001345
C02354-K2,3001346
C12417-K1,3001347
C04108-K2,3001348
C01988-K1,3001349
C03218-K2,3001350
C10715-K2,3001351
C02342-K1,3001352
C13440-K2,3001353
C04118-K2,3001354
C11000-K2,3001355
C00195-K1,3001356
C11227-K2,3001357
C00750-K2,3001358
C13440-K2,3001359
C02354-K2,3001360
C03171-K1,3001361
C02134-K1,3001362
C11709-K2,3001363
C12084-K2,3001364
C07867-K2,3001365
C03670-K1,3001366
C04026-K1,3001367
C13440-K2,3001368
C06845-K1,3001369
C05318-K1,3001370
C09159-K1,3001371
C06403-K1,3001372
C13440-K2,3001373
C02902-K2,3001374
C06791-K1,3001375
C13440-K2,3001376
C11061-K1,3001377
C13440-K2,3001378
C03218-K2,3001379
C05164-K1,3001380
C11061-K1,3001381
C04597-K2,3001382
C13440-K2,3001383
C12942-K2,3001384
C04108-K2,3001385
C11923-K2,3001386
C12517-K2,3001387
C11061-K1,3001388
C12097-K1,3001389
C09301-K2,3001390
C08597-K2,3001391
C08662-K1,3001392
C02354-K2,3001393
C13440-K2,3001394
C10852-K1,3001395
C07936-K2,3001396
C04112-K1,3001397
C11309-K1,3001398
C04108-K2,3001399
C13440-K2,3001400
C07212-K2,3001401
C01521-K2,3001402
C13440-K2,3001403
C10585-K2,3001404
C13440-K2,3001405
C00750-K2,3001406
C12003-K1,3001407
C06658-K1,3001408
C12517-K2,3001409
C01347-K2,3001410
C03218-K2,3001411
C12942-K2,3001412
C11309-K1,3001413
C05276-K2,3001414
C08072-K1,3001415
C07936-K2,3001416
C13440-K2,3001417
C13440-K2,3001418
C02902-K2,3001419
C13440-K2,3001420
C03047-K2,3001421
C13440-K2,3001422
C08037-K1,3001423
C13440-K2,3001424
C07906-K1,3001425
C04285-K1,3001426
C12542-K1,3001427
C13440-K2,3001428
C00409-K1,3001429
C13440-K2,3001430
C13440-K2,3001431
C13440-K2,3001432
C11923-K2,3001433
C13440-K2,3001434
C01909-K2,3001435
C07149-K2,3001436
C00101-K1,3001437
C09981-K2,3001438
C02456-K1,3001439
C03851-K2,3001440
C13440-K2,3001441
C12060-K1,3001442
C02094-K1,3001443
C12961-K2,3001444
C12060-K1,3001445
C13440-K2,3001446
C12961-K2,3001447
C02902-K2,3001448
C12084-K2,3001449
C00059-K2,3001450
C12517-K2,3001451
C13440-K2,3001452
C10915-K1,3001453
C04108-K2,3001454
C03351-K2,3001455
C13440-K2,3001456
C02354-K2,3001457
C03218-K2,3001458
C13440-K2,3001459
C02354-K2,3001460
C08945-K2,3001461
C10585-K2,3001462
C10234-K1,3001463
C13542-K1,3001464
C11522-K2,3001465
C13440-K2,3001466
C04893-K1,3001467
C08622-K1,3001468
C05128-K1,3001469
C04893-K1,3001470
C07858-K2,3001471
C09261-K1,3001472
C03218-K2,3001473
C13440-K2,3001474
C11441-K1,3001475
C13440-K2,3001476
C07858-K2,3001477
C03047-K2,3001478
C09165-K2,3001479
C04597-K2,3001480
C13440-K2,3001481
C13440-K2,3001482
C03218-K2,3001483
C01735-K1,3001484
C05595-K2,3001485
C02134-K1,3001486
C13440-K2,3001487
C13440-K2,3001488
C05782-K1,3001489
C08945-K2,3001490
C09363-K2,3001491
C04108-K2,3001492
C05283-K1,3001493
C13440-K2,3001494
C13440-K2,3001495
C01347-K2,3001496
C13440-K2,3001497
C12961-K2,3001498
C13440-K2,3001499
C11852-K1,3001500
C05704-K2,3001501
C11923-K2,3001502
C08945-K2,3001503
C01109-K2,3001504
C13440-K2,3001505
C13440-K2,3001506
C05129-K1,3001507
C01109-K2,3001508
C07648-K2,3001509
C09301-K2,3001510
C13440-K2,3001511
C13440-K2,3001512
C11257-K1,3001513
C07076-K1,3001514
C11906-K1,3001515
C03405-K2,3001516
C13440-K2,3001517
C10760-K2,3001518
C01109-K2,3001519
C13440-K2,3001520
C00773-K2,3001521
C11923-K2,3001522
C13440-K2,3001523
C13440-K2,3001524
C03787-K1,3001525
C12942-K2,3001526
C02480-K1,3001527
C11923-K2,3001528
C08945-K2,3001529
C12942-K2,3001530
C13440-K2,3001531
C11522-K2,3001532
C01333-K2,3001533
C13337-K1,3001534
C13440-K2,3001535
C05011-K1,3001536
C13440-K2,3001537
C05704-K2,3001538
C13440-K2,3001539
C12982-K1,3001540
C13440-K2,3001541
C12982-K1,3001542
C08422-K1,3001543
C07648-K2,3001544
C13440-K2,3001545
C11923-K2,3001546
C10752-K1,3001547
C09301-K2,3001548
C08945-K2,3001549
C13440-K2,3001550
C11533-K2,3001551
C10715-K2,3001552
C11522-K2,3001553
C13516-K1,3001554
C11662-K1,3001555
C06552-K1,3001556
C12094-K2,3001557
C02515-K2,3001558
C04105-K2,3001559
C03218-K2,3001560
C11000-K2,3001561
C12234-K1,3001562
C11662-K1,3001563
C13440-K2,3001564
C06800-K1,3001565
C01109-K2,3001566
C05876-K2,3001567
C12961-K2,3001568
C00642-K1,3001569
C13440-K2,3001570
C13440-K2,3001571
C03218-K2,3001572
C04108-K2,3001573
C05704-K2,3001574
C06791-K1,3001575
C04352-K1,3001576
C11309-K1,3001577
C12094-K2,3001578
C07936-K2,3001579
C02250-K2,3001580
C09666-K2,3001581
C02250-K2,3001582
C13440-K2,3001583
C13440-K2,3001584
C00129-K2,3001585
C12961-K2,3001586
C00750-K2,3001587
C13440-K2,3001588
C01706-K1,3001589
C12682-K1,3001590
C13440-K2,3001591
C03532-K1,3001592
C04108-K2,3001593
C05120-K1,3001594
C13440-K2,3001595
C13440-K2,3001596
C13440-K2,3001597
C03858-K1,3001598
C09165-K2,3001599
C13440-K2,3001600
C09666-K2,3001601
C10873-K1,3001602
C13440-K2,3001603
C12094-K2,3001604
C11919-K2,3001605
C07867-K2,3001606
C08945-K2,3001607
C13440-K2,3001608
C13440-K2,3001609
C00750-K2,3001610
C07847-K2,3001611
C13440-K2,3001612
C13440-K2,3001613
C13440-K2,3001614
C10867-K1,3001615
C11709-K2,3001616
C12084-K2,3001617
C13440-K2,3001618
C11539-K2,3001619
C13440-K2,3001620
C07212-K2,3001621
C11929-K2,3001622
C08460-K1,3001623
C13440-K2,3001624
C10386-K1,3001625
C13440-K2,3001626
C02608-K1,3001627
C02902-K2,3001628
C12084-K2,3001629
C03218-K2,3001630
C01909-K2,3001631
C07212-K2,3001632
C13440-K2,3001633
C04157-K1,3001634
C05704-K2,3001635
C01909-K2,3001636
C04108-K2,3001637
C01109-K2,3001638
C13328-K1,3001639
C01855-K2,3001640
C09666-K2,3001641
C13440-K2,3001642
C07149-K2,3001643
C09064-K1,3001644
C03201-K1,3001645
C09274-K1,3001646
C04248-K2,3001647
C07648-K2,3001648
C06388-K1,3001649
C12321-K1,3001650
C11923-K2,3001651
C04548-K1,3001652
C12942-K2,3001653
C05704-K2,3001654
C13440-K2,3001655
C02480-K1,3001656
C11309-K1,3001657
C13440-K2,3001658
C13440-K2,3001659
C00331-K1,3001660
C09666-K2,3001661
C02354-K2,3001662
C13440-K2,3001663
C01909-K2,3001664
C07919-K2,3001665
C03218-K2,3001666
C11923-K2,3001667
C07336-K1,3001668
C09301-K2,3001669
C09608-K1,3001670
C00509-K1,3001671
C11923-K2,3001672
C13440-K2,3001673
C01909-K2,3001674
C07648-K2,3001675
C07867-K2,3001676
C05704-K2,3001677
C09420-K2,3001678
C13440-K2,3001679
C13440-K2,3001680
C03299-K2,3001681
C09301-K2,3001682
C13440-K2,3001683
C01154-K1,3001684
C13440-K2,3001685
C13440-K2,3001686
C01828-K2,3001687
C13440-K2,3001688
C11923-K2,3001689
C13440-K2,3001690
C11709-K2,3001691
C07648-K2,3001692
C07671-K2,3001693
C04034-K2,3001694
C13440-K2,3001695
C09301-K2,3001696
C03218-K2,3001697
C13516-K1,3001698
C09354-K1,3001699
C11319-K1,3001700
C10946-K1,3001701
C02342-K1,3001702
C13440-K2,3001703
C09981-K2,3001704
C02902-K2,3001705
C13440-K2,3001706
C04798-K2,3001707
C13440-K2,3001708
C07954-K1,3001709
C00522-K1,3001710
C04597-K2,3001711
C11923-K2,3001712
C01154-K1,3001713
C08695-K1,3001714
C09486-K1,3001715
C13440-K2,3001716
C00129-K2,3001717
C03042-K1,3001718
C05704-K2,3001719
C13440-K2,3001720
C11709-K2,3001721
C01374-K1,3001722
C07648-K2,3001723
C11539-K2,3001724
C09363-K2,3001725
C09363-K2,3001726
C11929-K2,3001727
C12626-K2,3001728
C13440-K2,3001729
C11539-K2,3001730
C09666-K2,3001731
C02902-K2,3001732
C05576-K1,3001733
C00094-K3,3001734
C11362-K1,3001735
C12961-K2,3001736
C13440-K2,3001737
C11923-K2,3001738
C13117-K1,3001739
C03201-K1,3001740
C13440-K2,3001741
C06840-K2,3001742
C02708-K1,3001743
C13440-K2,3001744
C11227-K2,3001745
C08945-K2,3001746
C13372-K1,3001747
C13440-K2,3001748
C07867-K2,3001749
C10715-K2,3001750
C07936-K2,3001751
C05393-K1,3001752
C05704-K2,3001753
C13408-K1,3001754
C01782-K2,3001755
C13440-K2,3001756
C03218-K2,3001757
C13440-K2,3001758
C06147-K2,3001759
C13440-K2,3001760
C13440-K2,3001761
C13440-K2,3001762
C01347-K2,3001763
C02354-K2,3001764
C13440-K2,3001765
C13440-K2,3001766
C01109-K2,3001767
C12598-K2,3001768
C08780-K1,3001769
C09363-K2,3001770
C13440-K2,3001771
C03218-K2,3001772
C13440-K2,3001773
C00779-K1,3001774
C02354-K2,3001775
C13440-K2,3001776
C13440-K2,3001777
C06403-K1,3001778
C08945-K2,3001779
C13440-K2,3001780
C08460-K1,3001781
C09795-K1,3001782
C06681-K1,3001783
C00750-K2,3001784
C06403-K1,3001785
C06681-K1,3001786
C10906-K1,3001787
C03047-K2,3001788
C13440-K2,3001789
C13171-K2,3001790
C03363-K2,3001791
C09165-K2,3001792
C07671-K2,3001793
C11709-K2,3001794
C06403-K2,3001795
C10015-K1,3001796
C13440-K2,3001797
C03218-K2,3001798
C01333-K2,3001799
C03933-K1,3001800
C13440-K2,3001801
C11872-K1,3001802
C13440-K2,3001803
C13440-K2,3001804
C00081-K1,3001805
C13440-K2,3001806
C09981-K2,3001807
C12124-K1,3001808
C12124-K1,3001809
C12030-K2,3001810
C03696-K1,3001811
C08945-K2,3001812
C11000-K2,3001813
C04108-K2,3001814
C11726-K1,3001815
C13440-K2,3001816
C13440-K2,3001817
C08945-K2,3001818
C10365-K1,3001819
C11923-K2,3001820
C13440-K2,3001821
C11000-K2,3001822
C11923-K2,3001823
C13440-K2,3001824
C12826-K1,3001825
C13440-K2,3001826
C13440-K2,3001827
C13440-K2,3001828
C03218-K2,3001829
C01109-K2,3001830
C12426-K1,3001831
C02309-K2,3001832
C13440-K2,3001833
C13440-K2,3001834
C13440-K2,3001835
C07648-K2,3001836
C11000-K2,3001837
C13440-K2,3001838
C03575-K2,3001839
C13440-K2,3001840
C13440-K2,3001841
C13440-K2,3001842
C07648-K2,3001843
C08240-K1,3001844
C13440-K2,3001845
C01002-K1,3001846
C13440-K2,3001847
C13440-K2,3001848
C05820-K1,3001849
C13440-K2,3001850
C04108-K2,3001851
C04105-K2,3001852
C04108-K2,3001853
C03449-K1,3001854
C03218-K2,3001855
C03575-K2,3001856
C06552-K1,3001857
C13440-K2,3001858
C13440-K2,3001859
C09733-K1,3001860
C01333-K2,3001861
C10867-K1,3001862
C07626-K1,3001863
C13440-K2,3001864
C07648-K2,3001865
C11000-K2,3001866
C09666-K2,3001867
C13440-K2,3001868
C13440-K2,3001869
C07648-K2,3001870
C13440-K2,3001871
C09301-K2,3001872
C05689-K2,3001873
C00750-K2,3001874
C03218-K2,3001875
C13440-K2,3001876
C02780-K2,3001877
C13440-K2,3001878
C11923-K2,3001879
C07648-K2,3001880
C03218-K2,3001881
C03218-K2,3001882
C13440-K2,3001883
C06873-K1,3001884
C13440-K2,3001885
C13440-K2,3001886
C02354-K2,3001887
C12094-K2,3001888
C08614-K1,3001889
C06147-K2,3001890
C07870-K2,3001891
C11309-K1,3001892
C04285-K1,3001893
C13440-K2,3001894
C13440-K2,3001895
C13440-K2,3001896
C06438-K1,3001897
C09301-K2,3001898
C06438-K1,3001899
C08925-K1,3001900
C13440-K2,3001901
C13440-K2,3001902
C10553-K1,3001903
C13440-K2,3001904
C04281-K1,3001905
C07867-K2,3001906
C10227-K1,3001907
C13440-K2,3001908
C01661-K1,3001909
C13516-K1,3001910
C00386-K1,3001911
C13440-K2,3001912
C03651-K2,3001913
C06147-K2,3001914
C07867-K2,3001915
C07648-K2,3001916
C06658-K1,3001917
C03218-K2,3001918
C12094-K2,3001919
C11309-K1,3001920
C11539-K2,3001921
C13440-K2,3001922
C08945-K2,3001923
C02354-K2,3001924
C04597-K2,3001925
C03061-K1,3001926
C01909-K2,3001927
C08945-K2,3001928
C13440-K2,3001929
C06306-K1,3001930
C04118-K2,3001931
C11709-K2,3001932
C13440-K2,3001933
C09221-K2,3001934
C07671-K2,3001935
C01909-K2,3001936
C05704-K2,3001937
C13440-K2,3001938
C02342-K1,3001939
C05704-K2,3001940
C02231-K1,3001941
C07648-K2,3001942
C03556-K2,3001943
C00543-K1,3001944
C01333-K2,3001945
C07936-K2,3001946
C00386-K1,3001947
C11709-K2,3001948
C13440-K2,3001949
C11709-K2,3001950
C08875-K1,3001951
C05704-K2,3001952
C11257-K1,3001953
C13440-K2,3001954
C02112-K1,3001955
C00750-K2,3001956
C13440-K2,3001957
C03714-K1,3001958
C09872-K1,3001959
C13486-K1,3001960
C03218-K2,3001961
C00543-K1,3001962
C03024-K1,3001963
C12942-K2,3001964
C13440-K2,3001965
C05704-K2,3001966
C00704-K1,3001967
C07871-K1,3001968
C07871-K1,3001969
C11479-K1,3001970
C12598-K2,3001971
C13440-K2,3001972
C11923-K2,3001973
C09742-K2,3001974
C07936-K2,3001975
C03556-K2,3001976
C13440-K2,3001977
C10955-K2,3001978
C08742-K1,3001979
C12942-K2,3001980
C10239-K1,3001981
C07858-K2,3001982
C08945-K2,3001983
C10949-K1,3001984
C09289-K1,3001985
C01333-K2,3001986
C03047-K2,3001987
C12517-K2,3001988
C13440-K2,3001989
C11590-K1,3001990
C10922-K1,3001991
C09301-K2,3001992
C03218-K2,3001993
C09671-K1,3001994
C02930-K1,3001995
C01979-K1,3001996
C13440-K2,3001997
C13440-K2,3001998
C05704-K2,3001999
C01909-K2,3002000
C11539-K2,3002001
C06147-K2,3002002
C11294-K2,3002003
C09342-K1,3002004
C13440-K2,3002005
C08875-K1,3002006
C13440-K2,3002007
C01979-K1,3002008
C13440-K2,3002009
C01002-K1,3002010
C03787-K1,3002011
C04118-K2,3002012
C01979-K1,3002013
C13440-K2,3002014
C13440-K2,3002015
C11709-K2,3002016
C05164-K1,3002017
C01953-K2,3002018
C07220-K1,3002019
C09342-K1,3002020
C07033-K1,3002021
C10998-K1,3002022
C08749-K1,3002023
C05704-K2,3002024
C13440-K2,3002025
C13440-K2,3002026
C07212-K2,3002027
C01909-K2,3002028
C09827-K1,3002029
C13015-K1,3002030
C02480-K1,3002031
C03218-K2,3002032
C12097-K1,3002033
C05704-K2,3002034
C09362-K1,3002035
C11919-K2,3002036
C02480-K1,3002037
C00213-K1,3002038
C07936-K2,3002039
C09165-K2,3002040
C05289-K2,3002041
C03218-K2,3002042
C06683-K1,3002043
C04075-K1,3002044
C10922-K1,3002045
C13512-K1,3002046
C07641-K1,3002047
C11509-K2,3002048
C11919-K2,3002049
C11000-K2,3002050
C03047-K2,3002051
C12289-K1,3002052
C13440-K2,3002053
C13440-K2,3002054
C03218-K2,3002055
C11227-K2,3002056
C02354-K2,3002057
C02480-K1,3002058
C13440-K2,3002059
C01390-K1,3002060
C10922-K1,3002061
C09221-K2,3002062
C05128-K1,3002063
C13440-K2,3002064
C13440-K2,3002065
C13440-K2,3002066
C01333-K2,3002067
C02902-K2,3002068
C07936-K2,3002069
C10949-K1,3002070
C12796-K2,3002071
C12841-K1,3002072
C06147-K2,3002073
C11709-K2,3002074
C08447-K1,3002075
C02354-K2,3002076
C08719-K1,3002077
C01333-K2,3002078
C13440-K2,3002079
C07212-K2,3002080
C03218-K2,3002081
C00614-K2,3002082
C01119-K2,3002083
C13440-K2,3002084
C09405-K1,3002085
C13516-K2,3002086
C11923-K2,3002087
C13516-K1,3002088
C11464-K2,3002089
C05704-K2,3002090
C03218-K2,3002091
C04034-K2,3002092
C11709-K2,3002093
C11000-K2,3002094
C03474-K1,3002095
C03047-K2,3002096
C09365-K2,3002097
C04105-K2,3002098
C12942-K2,3002099
C07858-K2,3002100
C04025-K1,3002101
C05689-K2,3002102
C11489-K1,3002103
C09354-K1,3002104
C00386-K1,3002105
C03218-K2,3002106
C03085-K1,3002107
C12517-K2,3002108
C08945-K2,3002109
C11319-K1,3002110
C03085-K1,3002111
C07936-K2,3002112
C03575-K2,3002113
C03218-K2,3002114
C09791-K1,3002115
C11464-K2,3002116
C01109-K2,3002117
C06220-K1,3002118
C12712-K1,3002119
C11923-K2,3002120
C09289-K1,3002121
C11000-K2,3002122
C09733-K1,3002123
C07671-K2,3002124
C09301-K2,3002125
C02740-K1,3002126
C02902-K2,3002127
C06190-K1,3002128
C03047-K2,3002129
C07212-K2,3002130
C06552-K1,3002131
C11543-K2,3002132
C09301-K2,3002133
C08219-K1,3002134
C03047-K2,3002135
C12094-K2,3002136
C11709-K2,3002137
C07741-K2,3002138
C13440-K2,3002139
C11923-K2,3002140
C05171-K1,3002141
C03047-K2,3002142
C03575-K2,3002143
C04083-K1,3002144
C04597-K2,3002145
C07858-K2,3002146
C03218-K2,3002147
C01109-K2,3002148
C11923-K2,3002149
C12517-K2,3002150
C11709-K2,3002151
C02902-K2,3002152
C10867-K1,3002153
C04105-K2,3002154
C08181-K1,3002155
C11919-K2,3002156
C13440-K2,3002157
C03575-K2,3002158
C02962-K1,3002159
C05542-K1,3002160
C06940-K1,3002161
C11923-K2,3002162
C13440-K2,3002163
C00067-K1,3002164
C02354-K2,3002165
C06644-K1,3002166
C11923-K2,3002167
C11709-K2,3002168
C02198-K1,3002169
C03047-K2,3002170
C03363-K2,3002171
C09902-K2,3002172
C02354-K2,3002173
C00094-K3,3002174
C12598-K2,3002175
C05969-K1,3002176
C11543-K2,3002177
C12852-K1,3002178
C11923-K2,3002179
C11000-K2,3002180
C02354-K2,3002181
C05327-K1,3002182
C07919-K2,3002183
C13440-K2,3002184
C13440-K2,3002185
C13440-K2,3002186
C04597-K2,3002187
C11923-K2,3002188
C12961-K2,3002189
C04108-K2,3002190
C01296-K1,3002191
C11309-K1,3002192
C02398-K1,3002193
C01618-K2,3002194
C06147-K2,3002195
C13227-K1,3002196
C11923-K2,3002197
C09710-K1,3002198
C03047-K2,3002199
C03218-K2,3002200
C11522-K2,3002201
C02480-K1,3002202
C10715-K2,3002203
C10949-K1,3002204
C00750-K2,3002205
C06481-K1,3002206
C10715-K2,3002207
C00854-K2,3002208
C04288-K1,3002209
C03277-K1,3002210
C07936-K2,3002211
C00750-K2,3002212
C13440-K2,3002213
C13440-K2,3002214
C05276-K2,3002215
C04893-K1,3002216
C02398-K1,3002217
C03047-K2,3002218
C13054-K1,3002219
C11000-K2,3002220
C07987-K2,3002221
C03839-K1,3002222
C03363-K2,3002223
C00094-K3,3002224
C11923-K2,3002225
C12517-K2,3002226
C12166-K2,3002227
C11923-K2,3002228
C10867-K1,3002229
C06481-K1,3002230
C02354-K2,3002231
C04582-K1,3002232
C09902-K2,3002233
C11923-K2,3002234
C13440-K2,3002235
C12426-K2,3002236
C12166-K2,3002237
C02902-K2,3002238
C12166-K2,3002239
C07741-K2,3002240
C02855-K1,3002241
C03277-K1,3002242
C03575-K2,3002243
C08269-K1,3002244
C09301-K2,3002245
C03411-K2,3002246
C05689-K2,3002247
C02354-K2,3002248
C06224-K2,3002249
C06031-K2,3002250
C13440-K2,3002251
C12598-K2,3002252
C13440-K2,3002253
C11852-K1,3002254
C07867-K2,3002255
C03218-K2,3002256
C02897-K1,3002257
C07149-K2,3002258
C01109-K2,3002259
C13440-K2,3002260
C07215-K1,3002261
C01333-K2,3002262
C05128-K1,3002263
C12166-K2,3002264
C13440-K2,3002265
C04030-K1,3002266
C09657-K2,3002267
C09666-K2,3002268
C13440-K2,3002269
C02902-K2,3002270
C08945-K2,3002271
C07648-K2,3002272
C13440-K2,3002273
C07149-K2,3002274
C13440-K2,3002275
C11543-K2,3002276
C13440-K2,3002277
C06224-K2,3002278
C03363-K2,3002279
C05996-K1,3002280
C13440-K2,3002281
C11919-K2,3002282
C13227-K1,3002283
C11919-K2,3002284
C04105-K2,3002285
C03488-K2,3002286
C11045-K1,3002287
C06224-K2,3002288
C02076-K1,3002289
C11923-K2,3002290
C11227-K2,3002291
C10193-K2,3002292
C07847-K2,3002293
C12626-K2,3002294
C11923-K2,3002295
C00854-K2,3002296
C00779-K1,3002297
C09354-K1,3002298
C13440-K2,3002299
C09933-K2,3002300
C03412-K1,3002301
C09221-K2,3002302
C13440-K2,3002303
C03427-K2,3002304
C13440-K2,3002305
C02780-K2,3002306
C07867-K2,3002307
C03696-K1,3002308
C01333-K2,3002309
C00750-K2,3002310
C11000-K2,3002311
C01860-K1,3002312
C12682-K1,3002313
C09666-K2,3002314
C05259-K1,3002315
C01109-K2,3002316
C08622-K1,3002317
C07858-K2,3002318
C13440-K2,3002319
C01333-K2,3002320
C03085-K1,3002321
C10469-K1,3002322
C10570-K1,3002323
C11973-K1,3002324
C11380-K1,3002325
C04105-K2,3002326
C13440-K2,3002327
C03218-K2,3002328
C03405-K2,3002329
C01818-K1,3002330
C03427-K2,3002331
C07212-K2,3002332
C07867-K2,3002333
C03488-K2,3002334
C03549-K1,3002335
C13440-K2,3002336
C07671-K2,3002337
C03488-K2,3002338
C11249-K1,3002339
C04108-K2,3002340
C10715-K2,3002341
C04500-K1,3002342
C04105-K2,3002343
C01010-K1,3002344
C09301-K2,3002345
C07212-K2,3002346
C03218-K2,3002347
C04105-K2,3002348
C13440-K2,3002349
C01776-K1,3002350
C07212-K2,3002351
C05061-K1,3002352
C03218-K2,3002353
C13440-K2,3002354
C04108-K2,3002355
C07648-K2,3002356
C10955-K2,3002357
C01109-K2,3002358
C09165-K2,3002359
C08742-K1,3002360
C12519-K1,3002361
C10968-K1,3002362
C10849-K1,3002363
C01296-K1,3002364
C02437-K1,3002365
C13440-K2,3002366
C09363-K2,3002367
C00854-K2,3002368
C05332-K1,3002369
C05973-K1,3002370
C04434-K1,3002371
C09911-K1,3002372
C09276-K1,3002373
C03047-K2,3002374
C11309-K1,3002375
C11539-K2,3002376
C13440-K2,3002377
C03488-K2,3002378
C03488-K2,3002379
C11227-K2,3002380
C11509-K2,3002381
C03488-K2,3002382
C13440-K2,3002383
C04118-K2,3002384
C13290-K1,3002385
C11539-K2,3002386
C07858-K2,3002387
C02342-K1,3002388
C07867-K2,3002389
C00249-K1,3002390
C06403-K1,3002391
C05782-K1,3002392
C11923-K2,3002393
C01119-K2,3002394
C13440-K2,3002395
C10906-K1,3002396
C07212-K2,3002397
C13114-K1,3002398
C02740-K1,3002399
C03858-K1,3002400
C13440-K2,3002401
C00750-K2,3002402
C13440-K2,3002403
C06885-K1,3002404
C13440-K2,3002405
C08461-K1,3002406
C01909-K2,3002407
C12166-K2,3002408
C12598-K2,3002409
C10383-K1,3002410
C13440-K2,3002411
C12166-K2,3002412
C00249-K1,3002413
C04186-K1,3002414
C09365-K2,3002415
C08842-K2,3002416
C11309-K1,3002417
C10383-K1,3002418
C07608-K1,3002419
C00259-K1,3002420
C05560-K2,3002421
C12517-K2,3002422
C00382-K1,3002423
C09560-K1,3002424
C12234-K1,3002425
C10906-K1,3002426
C09365-K2,3002427
C04186-K1,3002428
C00750-K2,3002429
C00382-K1,3002430
C09933-K2,3002431
C12166-K2,3002432
C04108-K2,3002433
C13440-K2,3002434
C07648-K2,3002435
C12094-K2,3002436
C10715-K2,3002437
C13440-K2,3002438
C11309-K1,3002439
C13440-K2,3002440
C02867-K1,3002441
C08872-K1,3002442
C10507-K2,3002443
C11464-K2,3002444
C04983-K1,3002445
C00382-K1,3002446
C01563-K1,3002447
C03738-K2,3002448
C08597-K2,3002449
C09420-K2,3002450
C11923-K2,3002451
C05513-K1,3002452
C13440-K2,3002453
C11709-K2,3002454
C05876-K2,3002455
C09165-K2,3002456
C07581-K1,3002457
C11509-K2,3002458
C02764-K1,3002459
C00129-K2,3002460
C11923-K2,3002461
C12166-K2,3002462
C13114-K1,3002463
C07212-K2,3002464
C06705-K1,3002465
C10562-K1,3002466
C08269-K1,3002467
C13440-K2,3002468
C11539-K2,3002469
C11919-K2,3002470
C13440-K2,3002471
C05560-K2,3002472
C05283-K1,3002473
C08709-K1,3002474
C02902-K2,3002475
C06208-K1,3002476
C11227-K2,3002477
C00594-K1,3002478
C09579-K2,3002479
C13440-K2,3002480
C01109-K2,3002481
C06031-K2,3002482
C02516-K1,3002483
C01387-K1,3002484
C11781-K1,3002485
C10112-K1,3002486
C09363-K2,3002487
C09750-K1,3002488
C01048-K1,3002489
C08269-K1,3002490
C05782-K1,3002491
C01864-K1,3002492
C11923-K2,3002493
C09826-K1,3002494
C01109-K2,3002495
C00854-K2,3002496
C03651-K2,3002497
C08742-K1,3002498
C11010-K1,3002499
