device_id,canonical_profile_str,device_info,os,browser,screen,device_type
DEV_8321bb5a238d,SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
DEV_6333bad4348d,SAMSUNG SM-J327T Build/NRD90M | Android 7.0 | samsung browser 6.2 | 1280x720,SAMSUNG SM-J327T Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,mobile
DEV_47f9a808e897,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1680x1050,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050,desktop
DEV_efb7efe5a62a,rv:52.0 | Windows Vista | firefox 52.0 | 1280x800,rv:52.0,Windows Vista,firefox 52.0,1280x800,desktop
DEV_442519b7383c,MacOS | Mac OS X 10_10_5 | chrome 61.0 | 1920x1080,MacOS,Mac OS X 10_10_5,chrome 61.0,1920x1080,desktop
DEV_92180f46d3e4,SM-G900H Build/MMB29K | Unknown | chrome 60.0 for android | Unknown,SM-G900H Build/MMB29K,,chrome 60.0 for android,,mobile
DEV_ae1b1404692d,TRT-L53 Build/HUAWEITRT-L53 | Unknown | chrome 62.0 for android | Unknown,TRT-L53 Build/HUAWEITRT-L53,,chrome 62.0 for android,,mobile
DEV_daa45810f1f4,rv:11.0 | Windows 10 | ie 11.0 for desktop | 1920x1080,rv:11.0,Windows 10,ie 11.0 for desktop,1920x1080,desktop
DEV_81e996090aac,Android 6.0.1 | Unknown | android webview 4.0 | Unknown,Android 6.0.1,,android webview 4.0,,mobile
DEV_52b6f95f0edd,MacOS | Mac OS X 10_12_6 | safari generic | 1440x900,MacOS,Mac OS X 10_12_6,safari generic,1440x900,desktop
DEV_057d5eca6f7a,Unknown | Unknown | chrome | Unknown,,,chrome,,desktop
DEV_3aef36d98a8e,MacOS | Mac OS X 10_9_5 | safari generic | 2880x1800,MacOS,Mac OS X 10_9_5,safari generic,2880x1800,desktop
DEV_23d039141bdb,Windows | Windows 10 | edge 14.0 | 2160x1440,Windows,Windows 10,edge 14.0,2160x1440,desktop
DEV_3b99c2a19817,Moto G Play Build/MPIS24.241-15.3-26 | Unknown | chrome 62.0 for android | Unknown,Moto G Play Build/MPIS24.241-15.3-26,,chrome 62.0 for android,,mobile
DEV_667dae11d7b4,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1280x1024,Trident/7.0,Windows 10,ie 11.0 for desktop,1280x1024,desktop
DEV_a7005b7a0298,iOS Device | iOS 10.3.3 | chrome 62.0 for ios | 2048x1536,iOS Device,iOS 10.3.3,chrome 62.0 for ios,2048x1536,mobile
DEV_be28eeba6bb3,MacOS | Mac | safari generic | 1366x768,MacOS,Mac,safari generic,1366x768,desktop
DEV_91c29d154667,Nexus 6P Build/OPR5.170623.011 | Android 8.0.0 | Unknown | 2562x1442,Nexus 6P Build/OPR5.170623.011,Android 8.0.0,,2562x1442,mobile
DEV_2c688a6c0000,rv:56.0 | Mac OS X 10.11 | firefox 56.0 | 1440x900,rv:56.0,Mac OS X 10.11,firefox 56.0,1440x900,desktop
DEV_80e75355657f,Windows | Windows 10 | edge 16.0 | 1600x900,Windows,Windows 10,edge 16.0,1600x900,desktop
DEV_6cdefdfecda5,Unknown | Android | chrome 62.0 | 801x480,,Android,chrome 62.0,801x480,mobile
DEV_c08e337b7daa,Windows | Windows 10 | edge 14.0 | 1920x1080,Windows,Windows 10,edge 14.0,1920x1080,desktop
DEV_3d8717cdf8d3,Windows | Windows 8.1 | chrome 62.0 | 1920x1080,Windows,Windows 8.1,chrome 62.0,1920x1080,desktop
DEV_f00696c510ff,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 2736x1824,Trident/7.0,Windows 10,ie 11.0 for tablet,2736x1824,desktop
DEV_b7724880609d,MacOS | Mac OS X 10_13_1 | safari generic | 1920x1080,MacOS,Mac OS X 10_13_1,safari generic,1920x1080,desktop
DEV_4d74f2d96449,iOS Device | iOS 10.2.0 | mobile safari 10.0 | 1136x640,iOS Device,iOS 10.2.0,mobile safari 10.0,1136x640,mobile
DEV_65c5b475f8e8,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 1920x1080,Trident/7.0,Windows 10,ie 11.0 for tablet,1920x1080,desktop
DEV_6b145a657690,SGP521 | Unknown | chrome 62.0 for android | Unknown,SGP521,,chrome 62.0 for android,,mobile
DEV_c10a4ac7b5a0,VS988 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 2672x1440,VS988 Build/NRD90U,Android 7.0,chrome 62.0 for android,2672x1440,mobile
DEV_e8f02ca9695c,Windows | Windows 10 | edge 15.0 | 1680x1050,Windows,Windows 10,edge 15.0,1680x1050,desktop
DEV_7a4b105ac0df,SM-G531H Build/LMY48B | Unknown | chrome 57.0 for android | Unknown,SM-G531H Build/LMY48B,,chrome 57.0 for android,,mobile
DEV_eb45941e73e5,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1600x900,Trident/7.0,Windows 10,ie 11.0 for desktop,1600x900,desktop
DEV_d23ee5636907,Unknown | Unknown | chrome 56.0 | Unknown,,,chrome 56.0,,desktop
DEV_bef7b7f5801e,Moto C Build/NRD90M.063 | Unknown | chrome 62.0 for android | Unknown,Moto C Build/NRD90M.063,,chrome 62.0 for android,,mobile
DEV_fae7aa1d71b4,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 4096x2304,MacOS,Mac OS X 10_11_6,chrome 62.0,4096x2304,desktop
DEV_3d6eccfe4ce9,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 2560x1600,MacOS,Mac OS X 10_11_6,chrome 62.0,2560x1600,desktop
DEV_4ce552f64d3f,LG-K410 Build/LRX22G | Unknown | chrome 59.0 for android | Unknown,LG-K410 Build/LRX22G,,chrome 59.0 for android,,mobile
DEV_820abb44b4e1,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1200,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1200,desktop
DEV_85bf78a517b8,Windows | Windows 7 | chrome 62.0 | 3441x1440,Windows,Windows 7,chrome 62.0,3441x1440,desktop
DEV_3a6ed9ced132,Windows | Windows 10 | opera 49.0 | Unknown,Windows,Windows 10,opera 49.0,,desktop
DEV_7f97d8e544d3,MacOS | Mac OS X 10_12_6 | safari generic | 1920x1080,MacOS,Mac OS X 10_12_6,safari generic,1920x1080,desktop
DEV_88a4ad9441cb,Windows | Windows 10 | firefox 57.0 | Unknown,Windows,Windows 10,firefox 57.0,,desktop
DEV_f8653f610b6c,MacOS | Mac OS X 10_9_5 | opera 49.0 | 1280x800,MacOS,Mac OS X 10_9_5,opera 49.0,1280x800,desktop
DEV_6f92ebb35686,SM-G935F Build/MMB29K | Unknown | chrome 62.0 for android | Unknown,SM-G935F Build/MMB29K,,chrome 62.0 for android,,mobile
DEV_069ed547b6ef,Moto C Plus Build/NRD90M.05.022 | Unknown | chrome 56.0 for android | Unknown,Moto C Plus Build/NRD90M.05.022,,chrome 56.0 for android,,mobile
DEV_9357e557eab5,LG-X180g Build/LMY47I | Unknown | chrome 46.0 for android | Unknown,LG-X180g Build/LMY47I,,chrome 46.0 for android,,mobile
DEV_d7d4f6e15132,Trident/7.0 | Windows 10 | ie 11.0 for tablet | Unknown,Trident/7.0,Windows 10,ie 11.0 for tablet,,desktop
DEV_2c30cbf24965,MacOS | Mac OS X 10_13_1 | safari generic | 1440x900,MacOS,Mac OS X 10_13_1,safari generic,1440x900,desktop
DEV_235dcf798411,SM-G925P Build/NRD90M | Unknown | chrome 56.0 for android | Unknown,SM-G925P Build/NRD90M,,chrome 56.0 for android,,mobile
DEV_e13e403b7f11,es-us | Unknown | android webview 4.0 | Unknown,es-us,,android webview 4.0,,mobile
DEV_adff2bf959ad,Windows | Windows 7 | firefox 57.0 | 1920x1200,Windows,Windows 7,firefox 57.0,1920x1200,desktop
DEV_85b594bdb92d,Windows | Unknown | ie 11.0 for desktop | Unknown,Windows,,ie 11.0 for desktop,,desktop
DEV_a8ed20b8cdbb,Windows | Windows 7 | firefox 57.0 | 1920x1080,Windows,Windows 7,firefox 57.0,1920x1080,desktop
DEV_cc94b42fa75b,Windows | Windows 10 | edge 15.0 | 2736x1824,Windows,Windows 10,edge 15.0,2736x1824,desktop
DEV_a7aafdc9063e,MacOS | Mac OS X 10_10_5 | safari generic | 1920x1080,MacOS,Mac OS X 10_10_5,safari generic,1920x1080,desktop
DEV_7a585dd86f1a,Windows | Windows 7 | chrome 58.0 | 1600x900,Windows,Windows 7,chrome 58.0,1600x900,desktop
DEV_19a0c4cbcbee,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750,iOS Device,iOS 10.3.3,mobile safari 10.0,1334x750,mobile
DEV_ca85e53243b4,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2436x1125,iOS Device,iOS 11.1.1,mobile safari 11.0,2436x1125,mobile
DEV_7533f23b937c,MacOS | Mac OS X 10_11_6 | safari generic | 1280x800,MacOS,Mac OS X 10_11_6,safari generic,1280x800,desktop
DEV_0d635a11ddeb,SM-G920V Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2560x1440,SM-G920V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,mobile
DEV_30530d635bee,SM-G935T Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G935T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_43ad284bba36,Moto E (4) Plus Build/NMA26.42-69 | Unknown | chrome generic | Unknown,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,desktop
DEV_e8fd422f70a6,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 1136x640,iOS Device,iOS 11.1.1,mobile safari 11.0,1136x640,mobile
DEV_f5252663fec1,MacOS | Mac OS X 10_7_5 | chrome 49.0 | 1920x1080,MacOS,Mac OS X 10_7_5,chrome 49.0,1920x1080,desktop
DEV_69dc3a93d8f6,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2208x1242,iOS Device,iOS 10.3.1,mobile safari 10.0,2208x1242,mobile
DEV_d32ab41adb64,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2048x1536,iOS Device,iOS 10.2.1,mobile safari 10.0,2048x1536,mobile
DEV_47df55230f27,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.0.3,mobile safari 11.0,2208x1242,mobile
DEV_09e9790a86d9,rv:52.0 | Windows 7 | firefox 52.0 | 1680x1050,rv:52.0,Windows 7,firefox 52.0,1680x1050,desktop
DEV_f2552c22c695,Trident/7.0 | Unknown | ie 11.0 for tablet | Unknown,Trident/7.0,,ie 11.0 for tablet,,desktop
DEV_a91cdad5a693,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2001x1125,iOS Device,iOS 11.1.1,mobile safari 11.0,2001x1125,mobile
DEV_4c01eda17c29,Windows | Windows 10 | edge 16.0 | 1366x768,Windows,Windows 10,edge 16.0,1366x768,desktop
DEV_9d7d3b812fc4,Windows | Windows 8.1 | chrome 58.0 | 2880x1620,Windows,Windows 8.1,chrome 58.0,2880x1620,desktop
DEV_aba8c42fc1c1,SM-G925W8 | Unknown | chrome 62.0 for android | Unknown,SM-G925W8,,chrome 62.0 for android,,mobile
DEV_c52482d27da0,M4 SS4451 Build/LMY47D | Unknown | chrome 61.0 for android | Unknown,M4 SS4451 Build/LMY47D,,chrome 61.0 for android,,mobile
DEV_20f0d1e153cc,rv:48.0 | Windows 7 | firefox 48.0 | 1600x900,rv:48.0,Windows 7,firefox 48.0,1600x900,desktop
DEV_e3591ab145c5,Windows | Windows 8.1 | firefox 57.0 | 1920x1080,Windows,Windows 8.1,firefox 57.0,1920x1080,desktop
DEV_27976a3621f8,Windows | Windows 7 | firefox | 1920x1080,Windows,Windows 7,firefox,1920x1080,desktop
DEV_5fd80abf9159,SAMSUNG-SM-G930A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_c054ed0c7fa6,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2048x1536,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536,mobile
DEV_0a8e09920ff0,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750,iOS Device,iOS 11.0.0,mobile safari 11.0,1334x750,mobile
DEV_7b5b45825d8c,Windows | Windows 10 | edge 16.0 | 1920x1080,Windows,Windows 10,edge 16.0,1920x1080,desktop
DEV_858c1e20fed9,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1366x768,MacOS,Mac OS X 10_11_6,chrome 62.0,1366x768,desktop
DEV_9fffd50c05c2,Windows | Windows 8.1 | firefox 57.0 | 1680x1050,Windows,Windows 8.1,firefox 57.0,1680x1050,desktop
DEV_955fbeca2c97,Windows | Windows 7 | firefox 57.0 | 1680x1050,Windows,Windows 7,firefox 57.0,1680x1050,desktop
DEV_9032d4c34f37,rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 2880x1800,rv:57.0,Mac OS X 10.10,firefox 57.0,2880x1800,desktop
DEV_fccf57a33726,Windows | Windows 10 | chrome 62.0 | 3840x2160,Windows,Windows 10,chrome 62.0,3840x2160,desktop
DEV_552b5e4532a9,rv:56.0 | Mac OS X 10.11 | firefox 56.0 | 1920x1080,rv:56.0,Mac OS X 10.11,firefox 56.0,1920x1080,desktop
DEV_92bbc5f80221,HTC One M9 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,HTC One M9 Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_d0dc2e4ec1cd,rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 1920x1080,rv:57.0,Mac OS X 10.10,firefox 57.0,1920x1080,desktop
DEV_37a6c7b9a75b,MacOS | Mac OS X 10_10_5 | safari generic | 5120x2880,MacOS,Mac OS X 10_10_5,safari generic,5120x2880,desktop
DEV_ba135e662ea1,Windows | Windows 7 | Unknown | 1638x922,Windows,Windows 7,,1638x922,desktop
DEV_24a8df4eefae,MacOS | Mac OS X 10_10_5 | safari generic | 1920x1200,MacOS,Mac OS X 10_10_5,safari generic,1920x1200,desktop
DEV_11eb6f50651a,rv:11.0 | Windows 7 | ie 11.0 for desktop | Unknown,rv:11.0,Windows 7,ie 11.0 for desktop,,desktop
DEV_67120e78b656,7055A Build/KVT49L | Unknown | chrome 62.0 for android | Unknown,7055A Build/KVT49L,,chrome 62.0 for android,,mobile
DEV_368b92b1e651,Moto G Play Build/MPIS24.241-15.3-7 | Unknown | chrome 62.0 for android | Unknown,Moto G Play Build/MPIS24.241-15.3-7,,chrome 62.0 for android,,mobile
DEV_13bd96db0357,iOS Device | iOS 11.1.2 | mobile safari generic | 1136x640,iOS Device,iOS 11.1.2,mobile safari generic,1136x640,mobile
DEV_f3d059723213,MacOS | Mac OS X 10_12_3 | safari generic | 1440x900,MacOS,Mac OS X 10_12_3,safari generic,1440x900,desktop
DEV_66b5c54c9f9b,Unknown | Android | chrome 62.0 | 1280x720,,Android,chrome 62.0,1280x720,mobile
DEV_2e5455aad7ab,SM-T810 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2048x1536,SM-T810 Build/NRD90M,Android 7.0,chrome 62.0 for android,2048x1536,mobile
DEV_a1a20c79cf6d,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | Unknown,Trident/7.0,Windows 8.1,ie 11.0 for desktop,,desktop
DEV_d52051f06e03,Windows | Windows 10 | chrome 62.0 | 1280x768,Windows,Windows 10,chrome 62.0,1280x768,desktop
DEV_a26daf972118,Windows | Windows 10 | edge 15.0 | 2160x1440,Windows,Windows 10,edge 15.0,2160x1440,desktop
DEV_84b7b92f3c56,Windows | Windows 7 | chrome 56.0 | 1600x900,Windows,Windows 7,chrome 56.0,1600x900,desktop
DEV_7aa49c28a3d1,MacOS | Mac OS X 10_12 | safari generic | 1440x900,MacOS,Mac OS X 10_12,safari generic,1440x900,desktop
DEV_06b281ea5a7d,MacOS | Mac OS X 10_12_3 | chrome 62.0 | 1440x900,MacOS,Mac OS X 10_12_3,chrome 62.0,1440x900,desktop
DEV_7fbcfbb4f55f,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1920x1080,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1920x1080,desktop
DEV_23d041ab0794,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1024x768,iOS Device,iOS 9.3.5,mobile safari 9.0,1024x768,mobile
DEV_8574948bc6b0,rv:51.0 | Unknown | firefox | Unknown,rv:51.0,,firefox,,desktop
DEV_af8765ded39b,SAMSUNG | Unknown | chrome generic | Unknown,SAMSUNG,,chrome generic,,desktop
DEV_a05974495793,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.1.0,mobile safari 11.0,2208x1242,mobile
DEV_28587329cba7,MacOS | Mac | safari generic | 1920x1080,MacOS,Mac,safari generic,1920x1080,desktop
DEV_195daa350f6b,Windows | Unknown | chrome 59.0 | Unknown,Windows,,chrome 59.0,,desktop
DEV_534e36cad40f,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1366x768,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1366x768,desktop
DEV_05baeef40417,Unknown | Linux | chrome 56.0 | 1920x1200,,Linux,chrome 56.0,1920x1200,desktop
DEV_744a9660afdf,Unknown | Linux | chrome 62.0 | Unknown,,Linux,chrome 62.0,,desktop
DEV_5f4b3f3200a3,rv:48.0 | Windows 10 | firefox 48.0 | 1920x1080,rv:48.0,Windows 10,firefox 48.0,1920x1080,desktop
DEV_fc4fbd620732,SM-N910V Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 2560x1440,SM-N910V Build/MMB29M,Android 6.0.1,chrome 62.0 for android,2560x1440,mobile
DEV_791fd3705ca0,LG-K410 Build/LRX22G | Unknown | chrome 62.0 for android | Unknown,LG-K410 Build/LRX22G,,chrome 62.0 for android,,mobile
DEV_2d73dd12b9a4,iOS Device | iOS 11.1.1 | mobile safari generic | 1334x750,iOS Device,iOS 11.1.1,mobile safari generic,1334x750,mobile
DEV_155e05e5a393,Windows | Windows 7 | chrome 62.0 | 1360x768,Windows,Windows 7,chrome 62.0,1360x768,desktop
DEV_aea39584b046,Windows | Windows 10 | firefox 57.0 | 1280x960,Windows,Windows 10,firefox 57.0,1280x960,desktop
DEV_dae4e88c0961,iOS Device | iOS 11.1.0 | mobile safari generic | 1136x640,iOS Device,iOS 11.1.0,mobile safari generic,1136x640,mobile
DEV_ada843beff32,SM-G930T Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G930T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_8b24aecd6ba6,rv:11.0 | Windows 10 | ie 11.0 for desktop | 1600x900,rv:11.0,Windows 10,ie 11.0 for desktop,1600x900,desktop
DEV_a3f71cd13e25,Moto G Play Build/MPIS24.241-15.3-7 | Unknown | chrome 61.0 for android | Unknown,Moto G Play Build/MPIS24.241-15.3-7,,chrome 61.0 for android,,mobile
DEV_a6457a0b5f57,SAMSUNG | Android 7.0 | samsung browser 6.2 | 1920x1080,SAMSUNG,Android 7.0,samsung browser 6.2,1920x1080,mobile
DEV_4448c744a978,LG-H870 Build/NRD90U | Unknown | chrome 62.0 for android | Unknown,LG-H870 Build/NRD90U,,chrome 62.0 for android,,mobile
DEV_a559952e8868,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 1334x750,iOS Device,iOS 10.2.1,mobile safari 10.0,1334x750,mobile
DEV_f064ab31e2ea,SAMSUNG SM-G950U1 Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G950U1 Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
DEV_56c8ba0ed740,Windows | Windows 10 | chrome 62.0 | 1440x900,Windows,Windows 10,chrome 62.0,1440x900,desktop
DEV_1cb32d30275c,SAMSUNG SM-S727VL Build/MMB29M | Android 6.0.1 | samsung browser 4.0 | 1280x720,SAMSUNG SM-S727VL Build/MMB29M,Android 6.0.1,samsung browser 4.0,1280x720,mobile
DEV_3c6da8d53a3e,SM-N920G Build/NRD90M | Unknown | chrome 62.0 for android | Unknown,SM-N920G Build/NRD90M,,chrome 62.0 for android,,mobile
DEV_82024e3ba9c4,Moto G (5) Plus Build/NPN25.137-72 | Unknown | android webview 4.0 | Unknown,Moto G (5) Plus Build/NPN25.137-72,,android webview 4.0,,mobile
DEV_a68eafb5e24e,Windows | Windows 10 | chrome 61.0 | 1920x1080,Windows,Windows 10,chrome 61.0,1920x1080,desktop
DEV_402a69adced9,Moto G (5) Build/NPP25.137-72 | Unknown | chrome generic | Unknown,Moto G (5) Build/NPP25.137-72,,chrome generic,,desktop
DEV_be9e9e3c5c75,Windows | Windows 7 | chrome 61.0 | 1280x1024,Windows,Windows 7,chrome 61.0,1280x1024,desktop
DEV_0bbfd6e0dad8,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1280x800,MacOS,Mac OS X 10_13_1,chrome 62.0,1280x800,desktop
DEV_7c6344e0a82e,Unknown | Linux | chrome 62.0 | 1366x768,,Linux,chrome 62.0,1366x768,desktop
DEV_ebb57b8fef04,SM-G935F Build/NRD90M | Unknown | chrome 62.0 for android | Unknown,SM-G935F Build/NRD90M,,chrome 62.0 for android,,mobile
DEV_0ca6b07c7cb0,Windows | Windows 10 | chrome 62.0 | 3440x1440,Windows,Windows 10,chrome 62.0,3440x1440,desktop
DEV_406b82e8a3b1,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 2880x1800,MacOS,Mac OS X 10_11_6,chrome 62.0,2880x1800,desktop
DEV_244166f6ddb8,Unknown | Unknown | firefox 56.0 | Unknown,,,firefox 56.0,,desktop
DEV_2e5e9a32bb12,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1440x900,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1440x900,desktop
DEV_a4ee1d170830,Windows | Windows Vista | chrome 49.0 | 1440x900,Windows,Windows Vista,chrome 49.0,1440x900,desktop
DEV_43495f94f537,MacOS | Mac OS X 10_12 | safari generic | 2560x1600,MacOS,Mac OS X 10_12,safari generic,2560x1600,desktop
DEV_e10ac1272bca,Windows | Windows 10 | edge 13.0 | 1366x768,Windows,Windows 10,edge 13.0,1366x768,desktop
DEV_f23f079f4ee9,LG-D373 Build/KOT49I.V10a | Unknown | chrome 61.0 for android | Unknown,LG-D373 Build/KOT49I.V10a,,chrome 61.0 for android,,mobile
DEV_36bbd984acbe,ALE-L23 Build/HuaweiALE-L23 | Unknown | chrome 46.0 for android | Unknown,ALE-L23 Build/HuaweiALE-L23,,chrome 46.0 for android,,mobile
DEV_f868fd591be7,Windows | Windows 10 | ie 11.0 for desktop | Unknown,Windows,Windows 10,ie 11.0 for desktop,,desktop
DEV_7738f03e62a9,Z836BL | Android 6.0.1 | chrome 53.0 for android | 855x480,Z836BL,Android 6.0.1,chrome 53.0 for android,855x480,mobile
DEV_58fef1221cde,iOS Device | iOS | mobile safari generic | 1334x750,iOS Device,iOS,mobile safari generic,1334x750,mobile
DEV_1425d5ab09bd,Ilium X710 Build/MRA58K | Unknown | chrome 62.0 for android | Unknown,Ilium X710 Build/MRA58K,,chrome 62.0 for android,,mobile
DEV_28734ba65b19,LG-D680 Build/KOT49I | Unknown | chrome 62.0 for android | Unknown,LG-D680 Build/KOT49I,,chrome 62.0 for android,,mobile
DEV_827ca98af882,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1920x1200,Trident/7.0,Windows 10,ie 11.0 for desktop,1920x1200,desktop
DEV_d60dba5ae1d6,M4 SS4450 Build/MRA58K | Unknown | other | Unknown,M4 SS4450 Build/MRA58K,,other,,mobile
DEV_5f146ffa0449,LGMP260 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 1280x720,LGMP260 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,mobile
DEV_35dbf3be8246,LG-K580 Build/MRA58K | Unknown | chrome 62.0 for android | Unknown,LG-K580 Build/MRA58K,,chrome 62.0 for android,,mobile
DEV_6bc1a89a9c46,SM-J700M Build/LMY48B | Unknown | chrome 54.0 for android | Unknown,SM-J700M Build/LMY48B,,chrome 54.0 for android,,mobile
DEV_cdecda99b934,Windows | Windows 10 | firefox 56.0 | 1920x1080,Windows,Windows 10,firefox 56.0,1920x1080,desktop
DEV_c4738367a096,SM-A710M | Unknown | chrome 62.0 for android | Unknown,SM-A710M,,chrome 62.0 for android,,mobile
DEV_6de98655fa57,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1680x1050,Trident/7.0,Windows 10,ie 11.0 for desktop,1680x1050,desktop
DEV_f681b052aa9a,Moto Z2 Play Build/NPSS26.118-19-6 | Unknown | chrome 62.0 for android | Unknown,Moto Z2 Play Build/NPSS26.118-19-6,,chrome 62.0 for android,,mobile
DEV_d39f87c97685,rv:56.0 | Mac OS X 10.13 | firefox 56.0 | 1366x768,rv:56.0,Mac OS X 10.13,firefox 56.0,1366x768,desktop
DEV_0aa89b2acca5,MacOS | Mac OS X 10_11_6 | safari generic | 1920x1200,MacOS,Mac OS X 10_11_6,safari generic,1920x1200,desktop
DEV_f6e2a294eee5,Moto G (4) Build/NPJ25.93-14.5 | Unknown | chrome generic | Unknown,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,,desktop
DEV_4cae06ca6381,Z981 Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1920x1080,Z981 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080,mobile
DEV_4db5abfaab05,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2208x1242,iOS Device,iOS 10.2.1,mobile safari 10.0,2208x1242,mobile
DEV_cea86c3202e0,MacOS | Mac OS X 10_12_5 | chrome 62.0 | 1440x900,MacOS,Mac OS X 10_12_5,chrome 62.0,1440x900,desktop
DEV_a2a1dbf34f77,SM-T710 Build/NRD90M | Unknown | chrome 62.0 for android | Unknown,SM-T710 Build/NRD90M,,chrome 62.0 for android,,mobile
DEV_2ceb8f1464f6,MacOS | Mac OS X 10_10_5 | safari generic | 2560x1440,MacOS,Mac OS X 10_10_5,safari generic,2560x1440,desktop
DEV_6ce3c2c6830b,SM-T700 Build/MMB29K | Unknown | chrome 62.0 for android | Unknown,SM-T700 Build/MMB29K,,chrome 62.0 for android,,mobile
DEV_07af1f55c33c,ONE TOUCH 4033A Build/JDQ39 | Unknown | chrome 62.0 for android | Unknown,ONE TOUCH 4033A Build/JDQ39,,chrome 62.0 for android,,mobile
DEV_07bcd21af128,MacOS | Mac OS X 10_10_5 | chrome 61.0 | 1366x768,MacOS,Mac OS X 10_10_5,chrome 61.0,1366x768,desktop
DEV_fa1a8f285b49,SM-J700M Build/LMY48B | Unknown | chrome 60.0 for android | Unknown,SM-J700M Build/LMY48B,,chrome 60.0 for android,,mobile
DEV_4f8fa04da237,F5121 Build/34.3.A.0.228 | Unknown | chrome 62.0 for android | Unknown,F5121 Build/34.3.A.0.228,,chrome 62.0 for android,,mobile
DEV_6e6b7cc95981,Unknown | Android | chrome 61.0 | 1280x720,,Android,chrome 61.0,1280x720,mobile
DEV_e5539bc9e3e1,MacOS | Mac OS X 10_8_5 | chrome 49.0 | 1280x800,MacOS,Mac OS X 10_8_5,chrome 49.0,1280x800,desktop
DEV_6a3de21b5ccd,WAS-LX3 Build/HUAWEIWAS-LX3 | Unknown | chrome 62.0 for android | Unknown,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 62.0 for android,,mobile
