card_id,customer_id,card_network,card_type,card1,card2,card3,card4,card5,card6
C06845-K1,C06845,visa,debit,12832,358.0,150.0,visa,226.0,debit
C05318-K1,C05318,mastercard,debit,16026,127.0,150.0,mastercard,224.0,debit
C05164-K1,C05164,visa,debit,14483,268.0,150.0,visa,166.0,debit
C12097-K1,C12097,mastercard,debit,12588,495.0,150.0,mastercard,117.0,debit
C08597-K2,C08597,mastercard,debit,11904,514.0,150.0,mastercard,224.0,debit
C04112-K1,C04112,american express,credit,10127,399.0,150.0,american express,236.0,credit
C12003-K1,C12003,visa,debit,21563,555.0,150.0,visa,226.0,debit
C06658-K1,C06658,mastercard,credit,13334,514.0,150.0,mastercard,219.0,credit
C07906-K1,C07906,visa,debit,20006,302.0,150.0,visa,226.0,debit
C04285-K1,C04285,visa,debit,15053,321.0,150.0,visa,195.0,debit
C12542-K1,C12542,mastercard,debit,21789,532.0,150.0,mastercard,224.0,debit
C00409-K1,C00409,visa,debit,14046,347.0,150.0,visa,226.0,debit
C00101-K1,C00101,mastercard,debit,14535,225.0,150.0,mastercard,224.0,debit
C02456-K1,C02456,mastercard,credit,10112,500.0,185.0,mastercard,224.0,credit
C12060-K1,C12060,visa,debit,15176,465.0,150.0,visa,226.0,debit
C02094-K1,C02094,visa,credit,20510,111.0,150.0,visa,226.0,credit
C10915-K1,C10915,mastercard,debit,18638,543.0,150.0,mastercard,224.0,debit
C13542-K1,C13542,mastercard,debit,20021,555.0,150.0,mastercard,117.0,debit
C08622-K1,C08622,visa,debit,13977,555.0,150.0,visa,226.0,debit
C09261-K1,C09261,mastercard,debit,14301,127.0,150.0,mastercard,224.0,debit
C11441-K1,C11441,visa,debit,21499,555.0,150.0,visa,226.0,debit
C01735-K1,C01735,visa,debit,10185,321.0,150.0,visa,226.0,debit
C05129-K1,C05129,mastercard,debit,10326,369.0,150.0,mastercard,117.0,debit
C11257-K1,C11257,visa,debit,21545,555.0,150.0,visa,226.0,debit
C07076-K1,C07076,mastercard,credit,22752,514.0,150.0,mastercard,224.0,credit
C10760-K2,C10760,visa,debit,12153,545.0,185.0,visa,137.0,debit
C03787-K1,C03787,visa,debit,10104,555.0,150.0,visa,226.0,debit
C13337-K1,C13337,visa,debit,11898,321.0,150.0,visa,226.0,debit
C05011-K1,C05011,visa,debit,22345,490.0,150.0,visa,226.0,debit
C08422-K1,C08422,mastercard,debit,22590,369.0,150.0,mastercard,224.0,debit
C10752-K1,C10752,visa,debit,22251,555.0,150.0,visa,226.0,debit
C11533-K2,C11533,visa,debit,18239,411.0,150.0,visa,226.0,debit
C11662-K1,C11662,american express,credit,21344,399.0,150.0,american express,133.0,credit
C06552-K1,C06552,visa,debit,15682,288.0,150.0,visa,226.0,debit
C06800-K1,C06800,visa,debit,18895,555.0,150.0,visa,226.0,debit
C00642-K1,C00642,visa,debit,19203,464.0,150.0,visa,226.0,debit
C04352-K1,C04352,mastercard,credit,13505,481.0,150.0,mastercard,224.0,credit
C01706-K1,C01706,mastercard,debit,17595,555.0,150.0,mastercard,117.0,debit
C03532-K1,C03532,mastercard,debit,13422,146.0,150.0,mastercard,117.0,debit
C05120-K1,C05120,visa,debit,13222,555.0,150.0,visa,226.0,debit
C10873-K1,C10873,visa,debit,11452,174.0,150.0,visa,195.0,debit
C07847-K2,C07847,visa,debit,16743,490.0,150.0,visa,226.0,debit
C08460-K1,C08460,mastercard,debit,11996,543.0,150.0,mastercard,224.0,debit
C10386-K1,C10386,mastercard,debit,23400,192.0,150.0,mastercard,117.0,debit
C04157-K1,C04157,american express,credit,13209,399.0,150.0,american express,137.0,credit
C13328-K1,C13328,visa,credit,18090,321.0,150.0,visa,144.0,credit
C01855-K2,C01855,mastercard,credit,19122,514.0,150.0,mastercard,224.0,credit
C09064-K1,C09064,discover,debit,17423,327.0,150.0,discover,166.0,debit
C03201-K1,C03201,visa,credit,14675,555.0,137.0,visa,226.0,credit
C09274-K1,C09274,visa,credit,19507,343.0,150.0,visa,195.0,credit
C04248-K2,C04248,mastercard,credit,20671,202.0,185.0,mastercard,137.0,credit
C06388-K1,C06388,visa,debit,20315,555.0,150.0,visa,226.0,debit
C12321-K1,C12321,american express,credit,21150,399.0,150.0,american express,198.0,credit
C04548-K1,C04548,visa,debit,16035,555.0,150.0,visa,226.0,debit
C07336-K1,C07336,visa,credit,16763,490.0,150.0,visa,228.0,credit
C09608-K1,C09608,visa,debit,17857,555.0,150.0,visa,226.0,debit
C00509-K1,C00509,visa,debit,14504,490.0,150.0,visa,166.0,debit
C03299-K2,C03299,visa,debit,12793,284.0,150.0,visa,100.0,debit
C11319-K1,C11319,american express,credit,21082,399.0,150.0,american express,137.0,credit
C10946-K1,C10946,,debit,23192,,146.0,,224.0,debit
C07954-K1,C07954,mastercard,debit,12938,555.0,150.0,mastercard,224.0,debit
C00522-K1,C00522,visa,debit,15608,592.0,150.0,visa,226.0,debit
C03042-K1,C03042,mastercard,credit,15158,562.0,150.0,mastercard,219.0,credit
C12626-K2,C12626,visa,credit,19029,478.0,150.0,visa,226.0,credit
C05576-K1,C05576,mastercard,debit,18115,275.0,150.0,mastercard,224.0,debit
C11362-K1,C11362,mastercard,debit,15365,555.0,150.0,mastercard,224.0,debit
C13117-K1,C13117,mastercard,debit,19747,225.0,150.0,mastercard,117.0,debit
C06840-K2,C06840,mastercard,debit,12032,443.0,150.0,mastercard,137.0,debit
C02708-K1,C02708,mastercard,debit,22633,390.0,150.0,mastercard,224.0,debit
C05393-K1,C05393,visa,debit,13739,555.0,150.0,visa,226.0,debit
C13408-K1,C13408,visa,debit,13754,555.0,150.0,visa,226.0,debit
C01782-K2,C01782,discover,credit,12876,327.0,150.0,discover,194.0,credit
C08780-K1,C08780,mastercard,credit,13175,439.0,144.0,mastercard,219.0,credit
C00779-K1,C00779,visa,debit,21415,437.0,150.0,visa,226.0,debit
C09795-K1,C09795,mastercard,debit,22044,512.0,150.0,mastercard,117.0,debit
C06681-K1,C06681,mastercard,debit,13789,420.0,150.0,mastercard,224.0,debit
C10015-K1,C10015,mastercard,credit,10039,110.0,150.0,mastercard,224.0,credit
C03933-K1,C03933,visa,debit,17904,453.0,150.0,visa,226.0,debit
C11872-K1,C11872,visa,debit,16943,555.0,150.0,visa,226.0,debit
C00081-K1,C00081,visa,debit,10465,574.0,150.0,visa,226.0,debit
C12030-K2,C12030,visa,credit,18913,181.0,150.0,visa,226.0,credit
C03696-K1,C03696,visa,debit,14661,101.0,150.0,visa,226.0,debit
C11726-K1,C11726,visa,debit,20659,555.0,117.0,visa,226.0,debit
C10365-K1,C10365,visa,debit,13429,321.0,150.0,visa,226.0,debit
C12826-K1,C12826,mastercard,debit,13765,360.0,150.0,mastercard,166.0,debit
C08240-K1,C08240,mastercard,debit,15141,445.0,150.0,mastercard,229.0,debit
C01002-K1,C01002,mastercard,credit,15517,202.0,185.0,mastercard,137.0,credit
C05820-K1,C05820,mastercard,debit,20783,350.0,150.0,mastercard,224.0,debit
C03449-K1,C03449,american express,credit,23035,399.0,150.0,american express,137.0,credit
C09733-K1,C09733,visa,debit,19671,219.0,150.0,visa,226.0,debit
C07626-K1,C07626,mastercard,credit,13712,348.0,150.0,mastercard,102.0,credit
C02780-K2,C02780,visa,debit,19258,254.0,150.0,visa,226.0,debit
C06873-K1,C06873,visa,debit,16179,555.0,150.0,visa,226.0,debit
C06438-K1,C06438,mastercard,debit,23162,159.0,150.0,mastercard,117.0,debit
C04281-K1,C04281,american express,credit,13510,399.0,150.0,american express,132.0,credit
C10227-K1,C10227,visa,debit,19942,379.0,102.0,visa,138.0,debit
C01661-K1,C01661,mastercard,debit,21154,390.0,150.0,mastercard,224.0,debit
C00386-K1,C00386,visa,credit,16321,583.0,150.0,visa,226.0,credit
C03061-K1,C03061,mastercard,debit,16341,390.0,150.0,mastercard,224.0,debit
C06306-K1,C06306,visa,debit,19975,497.0,150.0,visa,195.0,debit
C00543-K1,C00543,visa,credit,22457,302.0,150.0,visa,226.0,credit
C08875-K1,C08875,mastercard,debit,21613,555.0,150.0,mastercard,224.0,debit
C02112-K1,C02112,mastercard,debit,12086,555.0,150.0,mastercard,117.0,debit
C13486-K1,C13486,visa,debit,10468,268.0,150.0,visa,166.0,debit
C03024-K1,C03024,mastercard,debit,20572,206.0,150.0,mastercard,126.0,debit
C00704-K1,C00704,mastercard,credit,11256,484.0,150.0,mastercard,224.0,credit
C11479-K1,C11479,visa,debit,20057,555.0,150.0,visa,226.0,debit
C09742-K2,C09742,visa,credit,22055,130.0,185.0,visa,195.0,credit
C10949-K1,C10949,mastercard,debit,13782,368.0,102.0,mastercard,224.0,debit
C09289-K1,C09289,visa,debit,16762,114.0,150.0,visa,226.0,debit
C11590-K1,C11590,visa,credit,18923,555.0,150.0,visa,226.0,credit
C10922-K1,C10922,mastercard,debit,20438,420.0,150.0,mastercard,224.0,debit
C01979-K1,C01979,visa,debit,22008,555.0,138.0,visa,226.0,debit
C10998-K1,C10998,american express,credit,22452,520.0,150.0,american express,143.0,credit
C13015-K1,C13015,visa,debit,18959,383.0,150.0,visa,226.0,debit
C09362-K1,C09362,visa,debit,15537,555.0,162.0,visa,226.0,debit
C00213-K1,C00213,visa,debit,18229,594.0,150.0,visa,195.0,debit
C05289-K2,C05289,mastercard,credit,18468,404.0,150.0,mastercard,102.0,credit
C06683-K1,C06683,visa,debit,15888,555.0,150.0,visa,226.0,debit
C04075-K1,C04075,mastercard,debit,23401,420.0,150.0,mastercard,224.0,debit
C13512-K1,C13512,mastercard,debit,23098,543.0,150.0,mastercard,117.0,debit
C07641-K1,C07641,mastercard,debit,13930,555.0,150.0,mastercard,117.0,debit
C11509-K2,C11509,mastercard,debit,17499,375.0,185.0,mastercard,224.0,debit
C12289-K1,C12289,visa,debit,14993,555.0,150.0,visa,226.0,debit
C01390-K1,C01390,visa,debit,13529,424.0,150.0,visa,226.0,debit
C12796-K2,C12796,discover,credit,18308,,150.0,discover,142.0,credit
C12841-K1,C12841,mastercard,debit,20131,369.0,150.0,mastercard,224.0,debit
C08447-K1,C08447,visa,debit,13094,555.0,150.0,visa,226.0,debit
C08719-K1,C08719,mastercard,credit,23225,352.0,117.0,mastercard,134.0,credit
C01119-K2,C01119,visa,debit,12040,360.0,150.0,visa,166.0,debit
C13516-K2,C13516,mastercard,debit,11132,485.0,150.0,mastercard,166.0,debit
C09365-K2,C09365,mastercard,debit,17801,111.0,150.0,mastercard,224.0,debit
C04025-K1,C04025,visa,debit,19849,321.0,150.0,visa,226.0,debit
C11489-K1,C11489,visa,debit,18541,555.0,150.0,visa,226.0,debit
C03085-K1,C03085,visa,debit,14731,383.0,150.0,visa,226.0,debit
C09791-K1,C09791,mastercard,credit,12697,273.0,185.0,mastercard,197.0,credit
C06220-K1,C06220,visa,credit,21105,562.0,150.0,visa,226.0,credit
C12712-K1,C12712,visa,debit,18814,555.0,150.0,visa,226.0,debit
C02740-K1,C02740,visa,debit,13742,148.0,150.0,visa,226.0,debit
C06190-K1,C06190,visa,credit,22819,170.0,150.0,visa,226.0,credit
C11543-K2,C11543,visa,debit,20026,453.0,150.0,visa,226.0,debit
C08219-K1,C08219,visa,debit,20990,343.0,150.0,visa,100.0,debit
C04083-K1,C04083,visa,debit,13902,555.0,102.0,visa,138.0,debit
C02962-K1,C02962,mastercard,credit,22511,396.0,150.0,mastercard,224.0,credit
C05542-K1,C05542,visa,debit,18559,555.0,150.0,visa,195.0,debit
C06940-K1,C06940,visa,credit,19682,103.0,185.0,visa,226.0,credit
C00067-K1,C00067,visa,debit,20290,143.0,150.0,visa,226.0,debit
C06644-K1,C06644,mastercard,debit,16155,275.0,150.0,mastercard,224.0,debit
C02198-K1,C02198,visa,credit,11498,360.0,150.0,visa,226.0,credit
C09902-K2,C09902,mastercard,debit,22369,111.0,150.0,mastercard,224.0,debit
C05969-K1,C05969,visa,debit,23369,321.0,150.0,visa,226.0,debit
C12852-K1,C12852,visa,debit,12036,143.0,150.0,visa,226.0,debit
C05327-K1,C05327,visa,debit,16448,383.0,150.0,visa,226.0,debit
C01296-K1,C01296,mastercard,debit,23311,543.0,150.0,mastercard,224.0,debit
C02398-K1,C02398,visa,debit,21892,325.0,150.0,visa,195.0,debit
C01618-K2,C01618,mastercard,debit,21807,199.0,150.0,mastercard,202.0,debit
C13227-K1,C13227,visa,debit,23289,354.0,143.0,visa,226.0,debit
C09710-K1,C09710,american express,credit,10592,399.0,150.0,american express,118.0,credit
C00854-K2,C00854,mastercard,credit,15058,170.0,150.0,mastercard,102.0,credit
C04288-K1,C04288,mastercard,debit,14008,543.0,150.0,mastercard,224.0,debit
C13054-K1,C13054,visa,debit,21020,446.0,150.0,visa,226.0,debit
C07987-K2,C07987,visa,credit,11539,583.0,150.0,visa,226.0,credit
C12166-K2,C12166,visa,debit,14670,490.0,150.0,visa,226.0,debit
C12426-K2,C12426,visa,debit,15897,528.0,150.0,visa,226.0,debit
C02855-K1,C02855,visa,credit,10890,458.0,150.0,visa,226.0,credit
C06224-K2,C06224,visa,credit,17503,583.0,150.0,visa,226.0,credit
C06031-K2,C06031,mastercard,debit,14518,360.0,150.0,mastercard,166.0,debit
C02897-K1,C02897,visa,debit,17981,490.0,150.0,visa,226.0,debit
C04030-K1,C04030,visa,debit,10567,147.0,150.0,visa,195.0,debit
C05996-K1,C05996,mastercard,credit,18478,266.0,185.0,mastercard,224.0,credit
C11045-K1,C11045,visa,debit,12744,,150.0,visa,166.0,debit
C02076-K1,C02076,mastercard,debit,21204,555.0,150.0,mastercard,117.0,debit
C09933-K2,C09933,visa,debit,15868,490.0,150.0,visa,226.0,debit
C03427-K2,C03427,mastercard,debit,14649,360.0,150.0,mastercard,166.0,debit
C01860-K1,C01860,mastercard,debit,12313,543.0,150.0,mastercard,224.0,debit
C05259-K1,C05259,mastercard,debit,19641,517.0,150.0,mastercard,224.0,debit
C10469-K1,C10469,visa,debit,13216,454.0,150.0,visa,226.0,debit
C10570-K1,C10570,mastercard,debit,18294,369.0,150.0,mastercard,224.0,debit
C11973-K1,C11973,visa,credit,12335,555.0,150.0,visa,226.0,credit
C11380-K1,C11380,mastercard,debit,19032,310.0,150.0,mastercard,224.0,debit
C01818-K1,C01818,mastercard,debit,17366,480.0,150.0,mastercard,171.0,debit
C03549-K1,C03549,visa,debit,18377,542.0,150.0,visa,226.0,debit
C11249-K1,C11249,visa,debit,18507,491.0,150.0,visa,226.0,debit
C04500-K1,C04500,mastercard,debit,11462,513.0,150.0,mastercard,224.0,debit
C01776-K1,C01776,visa,debit,13025,555.0,150.0,visa,226.0,debit
C05061-K1,C05061,visa,credit,16839,583.0,150.0,visa,226.0,credit
C12519-K1,C12519,visa,debit,18656,555.0,150.0,visa,226.0,debit
C10968-K1,C10968,visa,credit,17698,555.0,213.0,visa,226.0,credit
C10849-K1,C10849,american express,credit,17354,399.0,150.0,american express,236.0,credit
C02437-K1,C02437,visa,debit,17272,555.0,150.0,visa,226.0,debit
C05332-K1,C05332,visa,credit,16833,566.0,150.0,visa,226.0,credit
C05973-K1,C05973,visa,debit,15520,298.0,150.0,visa,226.0,debit
C04434-K1,C04434,visa,debit,11796,555.0,150.0,visa,226.0,debit
C09911-K1,C09911,visa,debit,15867,555.0,150.0,visa,226.0,debit
C13290-K1,C13290,mastercard,credit,16215,211.0,150.0,mastercard,224.0,credit
C00249-K1,C00249,visa,debit,13037,555.0,150.0,visa,226.0,debit
C13114-K1,C13114,visa,debit,11597,587.0,150.0,visa,226.0,debit
C08461-K1,C08461,mastercard,debit,14818,225.0,150.0,mastercard,224.0,debit
C10383-K1,C10383,mastercard,debit,11535,360.0,150.0,mastercard,166.0,debit
C04186-K1,C04186,visa,debit,11534,555.0,150.0,visa,226.0,debit
C07608-K1,C07608,visa,credit,23012,583.0,150.0,visa,226.0,credit
C00382-K1,C00382,american express,credit,20125,399.0,150.0,american express,150.0,credit
C09560-K1,C09560,visa,debit,15428,555.0,150.0,visa,226.0,debit
C02867-K1,C02867,mastercard,debit,23302,543.0,150.0,mastercard,224.0,debit
C08872-K1,C08872,visa,debit,20563,555.0,150.0,visa,226.0,debit
C10507-K2,C10507,mastercard,debit,16527,360.0,150.0,mastercard,166.0,debit
C04983-K1,C04983,visa,credit,10871,555.0,214.0,visa,147.0,credit
C03738-K2,C03738,visa,debit,23070,250.0,150.0,visa,226.0,debit
C05513-K1,C05513,visa,debit,12253,227.0,150.0,visa,226.0,debit
C07581-K1,C07581,visa,debit,12237,555.0,150.0,visa,226.0,debit
C06705-K1,C06705,mastercard,debit,21192,390.0,150.0,mastercard,224.0,debit
C10562-K1,C10562,mastercard,debit,12780,512.0,150.0,mastercard,117.0,debit
C08709-K1,C08709,visa,debit,13295,555.0,150.0,visa,226.0,debit
C06208-K1,C06208,mastercard,credit,12517,562.0,150.0,mastercard,197.0,credit
C00594-K1,C00594,visa,credit,17184,271.0,150.0,visa,226.0,credit
C09579-K2,C09579,visa,credit,14934,583.0,150.0,visa,226.0,credit
C02516-K1,C02516,visa,credit,18765,555.0,150.0,visa,226.0,credit
C01387-K1,C01387,visa,debit,11121,111.0,150.0,visa,226.0,debit
C11781-K1,C11781,mastercard,debit,14549,480.0,150.0,mastercard,117.0,debit
C10112-K1,C10112,american express,credit,11031,399.0,150.0,american express,146.0,credit
C01864-K1,C01864,mastercard,credit,20454,562.0,150.0,mastercard,197.0,credit
C09826-K1,C09826,mastercard,debit,18151,127.0,150.0,mastercard,224.0,debit
C11010-K1,C11010,visa,debit,18844,536.0,150.0,visa,226.0,debit
C10575-K1,C10575,visa,credit,16878,,150.0,visa,,credit
C10599-K1,C10599,visa,debit,14926,,150.0,visa,166.0,debit
C02231-K2,C02231,discover,debit,14089,327.0,150.0,discover,166.0,debit
C02321-K2,C02321,visa,debit,19338,566.0,150.0,visa,226.0,debit
C10326-K1,C10326,visa,debit,19917,555.0,150.0,visa,226.0,debit
C02765-K1,C02765,mastercard,debit,17538,360.0,150.0,mastercard,224.0,debit
C06331-K2,C06331,visa,debit,13978,260.0,150.0,visa,226.0,debit
C01509-K1,C01509,visa,credit,14944,555.0,150.0,visa,226.0,credit
C10927-K1,C10927,mastercard,debit,11844,490.0,150.0,mastercard,117.0,debit
C02132-K1,C02132,visa,credit,22577,583.0,150.0,visa,226.0,credit
C11545-K1,C11545,mastercard,credit,13084,352.0,117.0,mastercard,195.0,credit
C07845-K2,C07845,visa,debit,11929,413.0,150.0,visa,166.0,debit
C04957-K1,C04957,visa,debit,23222,151.0,150.0,visa,226.0,debit
C06631-K1,C06631,visa,debit,13176,,150.0,visa,166.0,debit
C05459-K1,C05459,mastercard,debit,22011,555.0,150.0,mastercard,117.0,debit
C08112-K1,C08112,mastercard,credit,17774,146.0,150.0,mastercard,102.0,credit
C09251-K1,C09251,visa,debit,11494,490.0,150.0,visa,226.0,debit
C01977-K1,C01977,mastercard,debit,10663,294.0,150.0,mastercard,117.0,debit
C04708-K1,C04708,visa,credit,12347,545.0,185.0,visa,226.0,credit
C08793-K1,C08793,visa,debit,10981,271.0,150.0,visa,195.0,debit
C00189-K1,C00189,mastercard,debit,20059,480.0,150.0,mastercard,100.0,debit
C05924-K1,C05924,visa,credit,17449,549.0,150.0,visa,226.0,credit
C00426-K2,C00426,mastercard,credit,23507,500.0,185.0,mastercard,102.0,credit
C00803-K1,C00803,mastercard,debit,20331,512.0,150.0,mastercard,117.0,debit
C05551-K2,C05551,visa,debit,20390,418.0,150.0,visa,226.0,debit
C00915-K1,C00915,mastercard,debit,17864,272.0,150.0,mastercard,224.0,debit
C09556-K1,C09556,visa,debit,17658,567.0,150.0,visa,166.0,debit
C11140-K1,C11140,visa,debit,11960,106.0,150.0,visa,226.0,debit
C08127-K1,C08127,mastercard,debit,11644,575.0,150.0,mastercard,117.0,debit
C12602-K1,C12602,visa,credit,17190,558.0,150.0,visa,226.0,credit
C01222-K1,C01222,visa,debit,18063,111.0,150.0,visa,226.0,debit
C12512-K1,C12512,mastercard,debit,11477,208.0,150.0,mastercard,219.0,debit
C09454-K1,C09454,visa,debit,19694,585.0,150.0,visa,226.0,debit
C03125-K2,C03125,mastercard,debit,15906,111.0,150.0,mastercard,224.0,debit
C08420-K1,C08420,visa,debit,19634,555.0,150.0,visa,226.0,debit
C10025-K1,C10025,visa,debit,21193,321.0,150.0,visa,226.0,debit
C07681-K1,C07681,visa,debit,16128,466.0,150.0,visa,226.0,debit
C10045-K1,C10045,mastercard,credit,15097,481.0,150.0,mastercard,197.0,credit
C13349-K2,C13349,visa,credit,10296,515.0,119.0,visa,226.0,credit
C03341-K2,C03341,mastercard,debit,12450,514.0,150.0,mastercard,224.0,debit
C05142-K1,C05142,visa,debit,13144,265.0,150.0,visa,226.0,debit
C08921-K1,C08921,visa,debit,13828,555.0,150.0,visa,226.0,debit
C04393-K1,C04393,visa,debit,22220,424.0,150.0,visa,226.0,debit
C08847-K1,C08847,visa,debit,16319,169.0,150.0,visa,226.0,debit
C08281-K2,C08281,visa,credit,21379,130.0,185.0,visa,226.0,credit
C10244-K1,C10244,visa,debit,11914,308.0,150.0,visa,226.0,debit
C11496-K2,C11496,visa,debit,19407,512.0,150.0,visa,226.0,debit
C07398-K1,C07398,mastercard,debit,21219,480.0,150.0,mastercard,224.0,debit
C11625-K2,C11625,mastercard,debit,13191,215.0,150.0,mastercard,229.0,debit
C12238-K1,C12238,visa,debit,22464,555.0,150.0,visa,226.0,debit
C01138-K2,C01138,visa,debit,12531,111.0,150.0,visa,226.0,debit
C02776-K1,C02776,mastercard,credit,21726,555.0,150.0,mastercard,102.0,credit
C02776-K2,C02776,mastercard,credit,21726,555.0,150.0,mastercard,224.0,credit
C09868-K1,C09868,mastercard,credit,13856,512.0,150.0,mastercard,219.0,credit
C03246-K1,C03246,visa,credit,14633,545.0,185.0,visa,137.0,credit
C01289-K1,C01289,mastercard,debit,10103,480.0,150.0,mastercard,224.0,debit
C13196-K1,C13196,visa,debit,14586,268.0,150.0,visa,166.0,debit
C11970-K1,C11970,visa,debit,10405,555.0,150.0,visa,226.0,debit
C04007-K1,C04007,mastercard,debit,21359,533.0,150.0,mastercard,224.0,debit
C02365-K1,C02365,visa,debit,13775,555.0,150.0,visa,226.0,debit
C10433-K1,C10433,mastercard,debit,18636,390.0,150.0,mastercard,224.0,debit
C03108-K1,C03108,mastercard,debit,12191,360.0,150.0,mastercard,229.0,debit
C04004-K1,C04004,mastercard,credit,11722,500.0,185.0,mastercard,102.0,credit
C03786-K1,C03786,visa,debit,23124,,150.0,visa,166.0,debit
C01579-K1,C01579,mastercard,debit,22438,364.0,146.0,mastercard,166.0,debit
C01596-K2,C01596,visa,debit,22907,370.0,150.0,visa,166.0,debit
C07065-K1,C07065,mastercard,credit,19480,578.0,150.0,mastercard,,credit
C02525-K1,C02525,visa,debit,12678,555.0,150.0,visa,226.0,debit
C00978-K1,C00978,mastercard,credit,19077,500.0,185.0,mastercard,224.0,credit
C11788-K1,C11788,visa,credit,14493,141.0,185.0,visa,226.0,credit
C08288-K1,C08288,visa,debit,11075,359.0,150.0,visa,226.0,debit
C00395-K1,C00395,american express,credit,18970,399.0,150.0,american express,198.0,credit
C04746-K1,C04746,mastercard,debit,16204,555.0,150.0,mastercard,117.0,debit
C07644-K1,C07644,visa,debit,22242,555.0,150.0,visa,226.0,debit
C05753-K1,C05753,mastercard,credit,17523,562.0,150.0,mastercard,197.0,credit
C04406-K1,C04406,mastercard,credit,22411,170.0,150.0,mastercard,102.0,credit
